serialNum,property,name,index,lat,lon
3469,ФГБУ Западно-Сибирское УГМС,Шелаболиха,29837,53.25,82.36
5084,ФГБУ Якутское УГМС,ШЕЛАГОНЦЫ,24329,66.25,114.28
6212,ФГБУ Иркутское УГМС,ШЕЛЕХОВ,30711,52.2,104.08
8272,ФГБУ Северо-Кавказское УГМС,ШЕЛКОВСКАЯ,37167,43.53333333,46.36666667
4601,ФГБУ Забайкальское УГМС,ШЕЛОПУГИНО,30874,51.65,117.57
1217,ФГБУ Северное УГМС,ШЕНКУРСК,22768,62.11416667,42.89027778
2878,ФГБУ Обь-Иртышское УГМС,ШЕРБАКУЛЬ,28791,54.63194444,72.42305556
4602,ФГБУ Забайкальское УГМС,ШИЛКА,30862,51.87,116.03
1430,ФГБУ Центральное УГМС,ШИЛОВО,27736,54.33,40.89
6070,ФГБУ Дальневосточное УГМС,ШИМАНОВСК,31442,51.98,127.65
3470,ФГБУ Западно-Сибирское УГМС,Шипуново,36033,52.1,82.17
3768,ФГБУ Среднесибирское УГМС,ШИРА СТ.Ж.Д.,29756,54.5,89.9333
4851,ФГБУ Иркутское УГМС,ШИТКИНО,29498,56.35,98.36
3769,ФГБУ Среднесибирское УГМС,ШУМИХА,29566,55.95,92.3
3109,ФГБУ Уральское УГМС,ШУМИХА,28655,55.23,63.32
2785,ФГБУ Северо-Кавказское УГМС,ШУНТУК,37025,44.46666667,40.15
1368,ФГБУ Центральное УГМС,ШУЯ,27441,56.85,41.4
3770,ФГБУ Среднесибирское УГМС,ЩЕТИНКИНО,29771,54.53,93.43
8468,ФГБУ Якутское УГМС,ЫТЫК-КЮЁЛЬ,24766,62.4,133.57
5500,ФГБУ Колымское УГМС,Эвенск,25820,61.92,159.22
5085,ФГБУ Якутское УГМС,ЭЙК,24338,66.03,117.4
6200,ФГБУ Дальневосточное УГМС,ЭКИМЧАН - СЕЛЕМДЖА,31329,53.08,132.93
2813,ФГБУ Северо-Кавказское УГМС,ЭЛИСТА,34861,46.32,44.3
5487,ФГБУ Колымское УГМС,"Эльген, совхоз",25700,62.8,150.67
2346,ФГБУ Северо-Кавказское УГМС,ЭЛЬТОН,34476,49.13,46.85
791,ФГБУ Северо-Западное УГМС,ЭНГОЗЕРО - ОЗ.ЭНГОЗЕРО,22413,65.79013889,33.94108333
5476,ФГБУ Чукотское УГМС,ЭНЬМУВЕЕМ,25356,66.38,173.33
3771,ФГБУ Среднесибирское УГМС,ЭРЗИН - Р.ЭРЗИН,36307,50.2667,95.1167
5314,ФГБУ Камчатское УГМС,ЭССО,32363,55.93,158.7
6039,ФГБУ Якутское УГМС,ЮГОРЕНОК,31062,59.77,137.67
2730,ФГБУ Северо-Кавказское УГМС,ЮЖНО-СУХОКУМСК,37075,44.65,45.65
3110,ФГБУ Уральское УГМС,ЮЖНОУРАЛЬСК,28745,54.43,61.35
2874,ФГБУ Обь-Иртышское УГМС,ЮИЛЬСК - Р.КАЗЫМ,23635,63.67777778,69.65027778
3471,ФГБУ Западно-Сибирское УГМС,Юрга,29536,55.43,84.47
5086,ФГБУ Якутское УГМС,ЮРТЫ,24588,64.05,141.88
1330,ФГБУ Центральное УГМС,ЮРЬЕВ-ПОЛЬСКИЙ,27437,56.48,39.68
1373,ФГБУ Центральное УГМС,ЮРЬЕВЕЦ,27355,57.33,43.08
2347,ФГБУ Северо-Кавказское УГМС,ЮСТА,34772,47.13333333,46.31666667
790,ФГБУ Северо-Западное УГМС,ЮШКОЗЕРО - Р.КЕМЬ,22511,64.75,32.12
5477,ФГБУ Колымское УГМС,Ягодное,24796,62.51,149.61
5574,ФГБУ Приморское УГМС,ЯКОВЛЕВКА - Р.АРСЕНЬЕBКА,31935,44.25,133.29
451,ФГБУ Северное УГМС,ЯКША,23812,61.83,56.87
2875,ФГБУ Обь-Иртышское УГМС,ЯЛУТОРОВСК - Р.ТОБОЛ,28465,56.67760556,66.3412
4604,ФГБУ Забайкальское УГМС,ЯМКУН,30875,51.53,118.33
2191,ФГБУ Башкирское УГМС,ЯНАУЛ,28419,56.27,54.9
28,ФГБУ Мурманское УГМС,ЯНИСКОСКИ,22101,68.97,28.78
1640,ФГБУ Верхне-Волжское УГМС,ЯРАНСК,27385,57.37,47.92
1219,ФГБУ Северное УГМС,ЯРЕНСК,22798,62.17155833,49.10944444
2876,ФГБУ Обь-Иртышское УГМС,Ярково,28366,57.40750278,67.07388889
5087,ФГБУ Якутское УГМС,ЯРОЛЬИН,24219,67.13333611,108.5333333
1574,ФГБУ Центральное УГМС,ЯРОСЛАВЛЬ,27330,57.63,39.9
4274,ФГБУ Среднесибирское УГМС,ЯРЦЕВО - Р.ЕНИСЕЙ,23987,60.28,90.23
2348,ФГБУ Северо-Кавказское УГМС,ЯШКУЛЬ,34866,46.18,45.35
3472,ФГБУ Западно-Сибирское УГМС,Яя,29540,56.12,86.28
