index,h,q
78109,NA,10
78111,NA,10
78112,NA,8
78125,NA,8
78130,NA,10
78132,NA,10
78135,NA,10
78138,NA,10
78141,NA,10
78142,NA,10
78144,NA,10
78146,NA,10
78160,NA,10
78163,NA,10
78164,NA,10
78165,NA,10
78170,NA,8
78173,NA,10
78182,NA,10
78188,NA,10
78191,NA,10
78196,NA,10
78202,NA,10
78205,NA,10
78218,NA,10
78224,NA,10
78225,NA,10
78229,NA,10
78231,NA,10
78234,NA,10
78235,NA,10
78252,NA,10
78261,NA,10
78275,NA,10
78277,NA,10
78334,NA,10
78343,NA,10
78345,NA,10
78391,NA,10
78393,NA,10
78394,NA,10
78404,NA,10
78410,NA,10
78499,NA,10
78501,NA,10
78502,NA,10
78503,NA,10
78504,NA,10
78507,NA,10
78509,NA,10
78510,NA,10
78512,NA,10
78513,NA,10
78515,NA,10
78519,NA,10
78529,NA,10
78563,NA,10
78568,NA,10
78590,NA,10
78596,NA,8
78611,NA,10
78613,NA,10
78614,NA,10
78620,NA,10
78623,NA,10
78801,NA,10
79001,NA,10
79006,NA,10
79011,NA,10
79051,NA,10
79244,NA,10
79261,NA,10
79324,NA,10
79335,NA,10
80113,NA,10
80118,NA,10
8013,NA,10
80148,NA,10
80157,NA,10
80160,NA,10
80165,NA,10
80172,NA,10
80174,NA,10
80196,NA,10
80197,NA,10
80198,NA,10
80204,NA,10
80218,NA,10
80220,NA,10
80222,NA,10
80224,NA,10
80230,NA,10
80236,NA,10
80405,NA,10
80424,NA,10
80442,NA,10
8059,NA,10
80592,NA,10
8084,NA,10
8091,NA,10
8095,NA,10
8097,NA,10
8099,NA,10
8120,NA,10
8129,NA,10
8134,NA,10
8139,NA,10
8145,NA,10
8147,NA,10
8150,NA,10
8155,NA,10
81562,NA,3
81565,NA,4
81580,NA,4
81581,NA,4
81592,NA,4
81593,NA,4
81597,NA,4
81600,NA,4
81602,NA,4
81604,NA,4
8161,NA,10
81616,NA,4
8162,NA,10
81640,NA,3
81648,NA,4
81674,NA,4
81677,NA,4
81686,NA,4
81691,NA,4
81692,NA,4
81693,NA,4
81694,NA,4
81697,NA,4
81717,NA,4
8172,NA,10
81724,NA,4
81730,NA,4
81737,NA,4
81741,NA,4
81745,NA,4
81748,NA,4
81750,NA,4
81753,NA,4
81757,NA,4
81767,NA,4
81772,NA,4
8182,NA,10
8184,NA,10
8186,NA,10
8188,NA,10
8194,NA,10
8198,NA,10
82001,NA,9
82010,NA,10
82013,NA,10
82023,NA,10
82025,NA,2
82026,NA,10
82033,NA,9
82034,NA,9
82039,NA,10
8204,NA,10
82046,NA,10
82050,NA,10
82060,NA,10
8209,NA,10
8217,NA,10
8219,NA,10
8230,NA,10
8233,NA,10
8241,NA,10
8246,NA,10
8249,NA,10
8251,NA,10
8254,NA,10
8256,NA,10
8281,NA,10
8288,NA,10
8289,NA,10
8290,NA,10
8291,NA,10
8296,NA,10
8306,NA,10
83061,NA,10
83063,NA,10
83110,NA,10
8313,NA,10
83137,NA,10
83150,NA,10
83157,NA,10
83161,NA,10
8317,NA,10
83174,NA,10
83183,NA,10
83202,NA,8
83207,NA,10
8321,NA,10
83214,NA,10
8323,NA,10
83236,NA,10
83249,NA,10
8326,NA,10
83260,NA,10
83262,NA,10
83266,NA,10
83288,NA,10
83314,NA,10
83318,NA,10
83323,NA,10
83338,NA,10
8334,NA,10
83340,NA,10
83348,NA,10
83350,NA,10
83369,NA,10
83372,NA,10
83374,NA,10
83378,NA,10
83385,NA,10
8339,NA,10
83395,NA,10
83409,NA,4
83411,NA,10
83415,NA,10
83437,NA,10
83441,NA,8
83454,NA,10
83459,NA,10
83460,NA,10
8347,NA,10
83477,NA,8
83481,NA,10
83486,NA,8
83497,NA,7
8356,NA,10
8359,NA,10
8361,NA,10
8364,NA,10
8367,NA,9
8374,NA,10
8375,NA,10
8376,NA,10
8379,NA,10
83801,NA,9
83809,NA,10
83813,NA,10
83818,NA,10
83829,NA,10
83833,NA,10
8384,NA,10
8389,NA,10
84008,NA,10
84009,NA,10
84011,NA,10
84019,NA,10
84026,NA,10
84029,NA,10
8403,NA,10
84031,NA,10
84034,NA,10
84037,NA,10
84039,NA,10
84043,NA,10
84064,NA,10
84078,NA,10
84091,NA,10
8410,NA,10
84108,NA,10
8411,NA,10
84119,NA,10
8412,NA,10
84129,NA,10
84134,NA,10
84157,NA,10
84165,NA,10
84173,NA,10
84179,NA,10
84185,NA,10
84192,NA,10
84200,NA,10
84213,NA,10
84215,NA,10
84233,NA,10
84243,NA,10
84245,NA,10
84286,NA,10
84295,NA,10
84299,NA,9
84302,NA,10
84311,NA,2
84312,NA,10
84315,NA,10
84320,NA,7
84321,NA,10
84333,NA,10
84336,NA,10
84342,NA,10
84343,NA,10
84344,NA,10
84346,NA,10
84347,NA,10
84348,NA,9
84351,NA,10
84354,NA,10
84397,NA,10
84398,NA,10
84399,NA,10
84400,NA,10
84401,NA,10
84415,NA,7
84446,NA,10
84447,NA,10
84448,NA,10
84449,NA,10
84452,NA,10
84453,NA,10
84454,NA,10
84803,NA,10
84804,NA,9
84806,NA,9
84822,NA,10
84824,NA,7
84825,NA,2
84827,NA,10
8582,NA,10
9002,NA,10
9022,NA,10
9049,NA,10
9053,NA,10
9079,NA,10
9092,NA,10
9112,NA,10
9115,NA,10
9116,NA,10
9122,NA,10
9124,NA,10
9125,NA,10
9127,NA,10
9134,NA,10
9138,NA,10
9164,NA,10
9166,NA,10
9169,NA,10
9189,NA,10
9191,NA,10
9194,NA,10
9199,NA,10
9204,NA,10
9207,NA,10
9213,NA,10
9215,NA,10
9216,NA,10
9217,NA,10
9223,NA,10
9226,NA,10
9235,NA,10
9237,NA,10
9253,NA,10
9256,NA,10
9264,NA,10
9279,NA,10
9282,NA,10
9283,NA,10
9285,NA,10
9286,NA,10
9290,NA,10
9294,NA,10
9297,NA,10
9298,NA,10
9301,NA,10
9302,NA,10
9304,NA,10
9306,NA,7
9309,NA,10
9312,NA,10
9316,NA,10
9318,NA,7
9319,NA,9
9323,NA,10
9324,NA,10
9326,NA,10
9329,NA,10
9331,NA,10
9333,NA,10
9335,NA,10
9337,NA,10
9341,NA,10
9342,NA,10
9343,NA,10
9344,NA,10
9345,NA,10
9355,NA,10
9356,NA,10
9358,NA,1
9370,NA,10
9371,NA,10
9372,NA,10
9374,NA,8
9378,NA,3
9380,NA,10
9383,NA,10
9384,NA,10
9385,NA,10
9390,NA,10
9396,NA,10
9397,NA,10
9401,NA,10
9403,NA,10
9404,NA,10
9406,NA,10
9415,NA,10
9417,NA,10
9419,NA,10
9422,NA,10
9425,NA,10
9427,NA,10
9429,NA,10
9436,NA,10
9499,NA,10
9503,NA,10
9511,NA,10
9520,NA,10
9521,NA,10
9522,NA,10
9523,NA,10
9546,NA,10
9547,NA,10
9560,NA,10
9563,NA,10
9566,NA,10
9568,NA,10
9577,NA,8
9582,NA,1
9588,NA,9
9593,NA,1
9803,NA,10
9978,NA,4
