"index";"serialNum";"class";"property";"name";"lat";"lon";"f"
1018;5152;3;"ФГБУ Якутское УГМС";"ЗЫРЯНКА - Р.КОЛЫМА";65.72;150.83;290000
1421;5524;1;"ФГБУ Чукотское УГМС";"ПОГЫНДЕН  (УСТЬЕ Р.ИНКУЛИВЕЕМ) - Р.ПОГЫНДЕН";68.46;163.93;12000
1425;5513;1;"ФГБУ Чукотское УГМС";"В 2 КМ ОТ УСТЬЯ Р.ИНКУЛИВЕЕМ - Р.ИНКУЛИBЕЕМ";68.46;163.95;242
1576;4432;1;"ФГБУ Дальневосточное УГМС";"ВЛАСЬЕВО - Р.ИСКА(БОЛЬШАЯ ИСКА)";53.41666667;140.8666667;635
1588;6085;3;"ФГБУ Колымское УГМС";"Палатка (сезон) - р.Палатка";60.1;150.93;248
2007;5420;1;"ФГБУ Камчатское УГМС";"УРОЧ. БУГРЫ - Р.КАМЧАТКА,ОЗЕРНАЯ КАМЧАТКА";54.08;157.86;384
2010;5368;1;"ФГБУ Камчатское УГМС";"ВЕРХНЕ-КАМЧАТСК - Р.КАМЧАТКА";54.61;158.46;3760
2014;5390;1;"ФГБУ Камчатское УГМС";"ЛАЗО - Р.КАМЧАТКА";55.55;159.7333333;18500
2026;5421;1;"ФГБУ Камчатское УГМС";"УРОЧ. БУГРЫ - Р.ПРАBАЯ КАМЧАТКА";54.08;157.86;218
2027;5404;1;"ФГБУ Камчатское УГМС";"ПУЩИНО - Р.БЕРШ";54.16;157.96;70.4
2028;5405;1;"ФГБУ Камчатское УГМС";"ПУЩИНО - Р.КАШКАН";54.16;157.96;72.7
2034;5367;1;"ФГБУ Камчатское УГМС";"С.ВЕРХНЕ КАМЧАТСК - Р.АНДРИАНОBКА";54.63;158.46;1190
2040;5383;1;"ФГБУ Камчатское УГМС";"КИРГАНИК - Р.КИРГАНИК";54.8;158.73;1430
2043;5373;1;"ФГБУ Камчатское УГМС";"ДОЛИНОВКА - Р.ДОЛИНОBКА";55.11666667;159.0666667;52.9
2048;5416;1;"ФГБУ Камчатское УГМС";"ТОЛБАЧИК - Р.ТОЛБАЧИК";55.55;159.9666667;1480
2058;5432;1;"ФГБУ Камчатское УГМС";"ЭССО - Р.УКСИЧАН";55.91;158.7;349
2062;5344;1;"ФГБУ Камчатское УГМС";"АНАВГАЙ - Р.АНАВГАЙ";56.06666667;158.9333333;1170
2097;5386;1;"ФГБУ Камчатское УГМС";"КОРЯКИ - Р.КОРЯКСКАЯ";53.28;158.22;906
2102;5387;1;"ФГБУ Камчатское УГМС";"КОРЯКИ - Р.КРУТАЯ ПАДЬ";53.26666944;158.25;10.6
2103;5403;1;"ФГБУ Камчатское УГМС";"ПИНАЧЕВО - Р.ПИНАЧЕBСКАЯ";53.21666667;158.4000028;212
2106;5362;1;"ФГБУ Камчатское УГМС";"В 13,7 КМ ОТ УСТЬЯ - Р.ПОЛОBИНКА";53.16;158.21;29.5
2107;5375;1;"ФГБУ Камчатское УГМС";"ЕЛИЗОВО - Р.ПОЛОBИНКА";53.18;158.36;90.5
2108;5350;1;"ФГБУ Камчатское УГМС";"В 50 М ОТ УСТЬЯ - РУЧ.БЕЗ НАЗВАНИЯ";53.16;158.21;2.16
2111;5388;1;"ФГБУ Камчатское УГМС";"КРАСНОРЕЧЕНСК - Р.КРАСНАЯ";53.15027778;158.4666667;11.4
2115;5422;1;"ФГБУ Камчатское УГМС";"УРОЧ. МИКИЖА - Р.ПАРАТУНКА";53.01694444;158.2836111;657
2122;5352;1;"ФГБУ Камчатское УГМС";"В 0.8 КМ ОТ УСТЬЯ - Р.БЫСТРАЯ";53.02;158.3;560
2126;5431;1;"ФГБУ Камчатское УГМС";"ШУМНЫЙ - Р.ОЗЕРНАЯ";51.48;156.63;878
2128;5402;1;"ФГБУ Камчатское УГМС";"ПАУЖЕТКА - Р.ПАУЖЕТКА";51.46666667;156.8000028;128
2131;5401;1;"ФГБУ Камчатское УГМС";"ПАУЖЕТКА - РУЧ.БЫСТРЫЙ";51.46666667;156.8166667;2.86
2139;5391;1;"ФГБУ Камчатское УГМС";"МАЛКИ - Р.БОЛЬШАЯ,БЫСТРАЯ";53.33333333;157.47;2800
2148;5392;1;"ФГБУ Камчатское УГМС";"МАЛКИ - Р.КЛЮЧЕBКА";53.33333333;157.47;152
2152;5372;1;"ФГБУ Камчатское УГМС";"ДАЛЬНИЙ - Р.ПЛОТНИКОBА";53.20000278;157.6333361;642
2164;5382;1;"ФГБУ Камчатское УГМС";"КАРЫМАЙ - Р.НАЧИЛОBА";53.03333333;156.6500028;216
2166;5426;3;"ФГБУ Камчатское УГМС";"УСТЬ-БОЛЬШЕРЕЦК - Р.АМЧИГАЧА";52.81;156.26;304
2176;5406;1;"ФГБУ Камчатское УГМС";"РУСЬ - Р.УДОBА";54.21;155.9;1370
2180;5347;1;"ФГБУ Камчатское УГМС";"БРЮМКА - Р.БРЮМКА";54.53;155.86;665
2186;5379;1;"ФГБУ Камчатское УГМС";"ИЧА - Р.ИЧА";55.56000278;155.9600028;4000
2187;5378;1;"ФГБУ Камчатское УГМС";"ИЧА - Р.АЛЬЧИК";55.58;155.85;42.5
2190;5429;1;"ФГБУ Камчатское УГМС";"ХАЙРЮЗОВО - Р.ХАЙРЮЗОВА, ТИХАЯ";56.93;157.03;6680
2192;5428;1;"ФГБУ Камчатское УГМС";"ХАЙРЮЗОВО - РУЧ.КОЛХОЗНЫЙ";56.85000278;157.0333333;6.21
2193;5385;1;"ФГБУ Камчатское УГМС";"КОВРАН - Р.КОВРАН";57.2;156.9;1120
2199;5413;1;"ФГБУ Камчатское УГМС";"ТИГИЛЬ - Р.ДАЛЬНЯЯ";57.75;158.68;113
2202;5414;1;"ФГБУ Камчатское УГМС";"ТИГИЛЬ - Р.КРУТАЯ";57.78;158.65;8.64
2203;5407;1;"ФГБУ Камчатское УГМС";"СЕДАНКА - Р.НАПАНА";57.75;158.28;3590
2206;5371;1;"ФГБУ Камчатское УГМС";"ВОЯМПОЛКА - Р.BОЯМПОЛКА";58.3;159.38;5120
2208;5370;1;"ФГБУ Камчатское УГМС";"ВОЯМПОЛКА - Р.АТЪАBАЙ";58.3;159.4;200
2211;31743;1;"ФГБУ Камчатское УГМС";"ПАЛАНА - Р.ПАЛАНА";59.08333333;159.95;2300
2215;5412;1;"ФГБУ Камчатское УГМС";"ТАЛОВКА - Р.ЭНЫЧАBАЯМ";62.06666667;166.6666667;5820
2217;5433;1;"ФГБУ Камчатское УГМС";"С.АЯНКА - Р.ПЕНЖИНА";63.71666667;167.6166667;27400
2220;5398;1;"ФГБУ Камчатское УГМС";"ОКЛАН - Р.ОКЛАН";62.72;166.6;12400
2221;5380;1;"ФГБУ Камчатское УГМС";"КАМЕНСКОЕ - РУЧ.БЕЗ НАЗBАНИЯ";62.46;166.2;10.1
2222;5393;1;"ФГБУ Камчатское УГМС";"МАНИЛЫ - Р.МАНИЛЫ";62.48333333;165.35;191
2223;5354;1;"ФГБУ Камчатское УГМС";"В 88,7КМ ОТ УСТЬЯ - Р.ЕЛОBКА";56.81666667;160.8666667;4910
2224;5364;1;"ФГБУ Камчатское УГМС";"1,1 КМ ОТ УСТЬЯ - Р.СТАРИЧЕК";56.81;160.83;348
2226;5424;1;"ФГБУ Камчатское УГМС";"УРОЧ. СТРЕЛКА - Р.ПРАBЫЙ КИРГАНИК";54.96666667;158.1166667;614
2227;5423;1;"ФГБУ Камчатское УГМС";"УРОЧ. СТРЕЛКА - Р.ЛЕBЫЙ КИРГАНИК";54.95;158.08;298
2229;5417;1;"ФГБУ Камчатское УГМС";"УРОЧ. АШОВО - Р.СРЕДНЯЯ BОРОBСКАЯ";54.28333333;156.4166667;904
2240;5346;2;"ФГБУ Камчатское УГМС";"АЧАЙВАЯМ - Р.АПУКА";61;170.53;9850
2241;5345;1;"ФГБУ Камчатское УГМС";"АЧАЙВАЯМ - Р.АППАНАBАЯМ";61.03333333;170.4833333;150
2243;5409;2;"ФГБУ Камчатское УГМС";"СВХ.БОЛЬШЕРЕЦКИЙ - Р.БОЛЬШАЯ,БЫСТРАЯ";52.93;156.6;4100
2253;6228;1;"ФГБУ Камчатское УГМС";"ПАУЖЕТКА - Р.ПАУЖЕТКА, ПРОТОКА";51.46;156.8;0
2258;5415;1;"ФГБУ Камчатское УГМС";"ТОЛБАЧИК - Р.ОЗЕРНАЯ";55.61;159.96;230
2270;6176;1;"ФГБУ Камчатское УГМС";"В 30,7КМ ОТ УСТЬЯ - Р.ПЫМТА";53.65;156.33;879
3001;4967;1;"ФГБУ Иркутское УГМС";"ЧАНЧУР - Р.ЛЕНА";53.81;107;4690
3003;4913;1;"ФГБУ Иркутское УГМС";"КАЧУГ - Р.ЛЕНА";53.97;105.87;17400
3004;4899;3;"ФГБУ Иркутское УГМС";"ЖИГАЛОВО - Р.ЛЕНА";54.82;105.13;30400
3008;5300;1;"ФГБУ Иркутское УГМС";"УСТЬ-КУТ (ЗАКУТЬЕ) - Р.ЛЕНА";56.8;105.8;58900
3010;5299;3;"ФГБУ Иркутское УГМС";"УСТЬ-КУТ - Р.ЛЕНА";56.8;105.8;71400
3012;4936;2;"ФГБУ Иркутское УГМС";"ПОДЫМАХИНО - Р.ЛЕНА";56.98;106.18;73400
3014;4950;1;"ФГБУ Иркутское УГМС";"ТАЮРА - Р.ЛЕНА";56.91;106.41;74500
3015;4924;3;"ФГБУ Иркутское УГМС";"МАРКОВО - Р.ЛЕНА";57.33;107.06;82500
3017;4919;1;"ФГБУ Иркутское УГМС";"МАКАРОВО - Р.ЛЕНА";57.48;107.85;90200
3019;5298;3;"ФГБУ Иркутское УГМС";"КИРЕНСК - Р.ЛЕНА";57.77;108.07;92200
3021;4901;1;"ФГБУ Иркутское УГМС";"ЗМЕИНОВО - Р.ЛЕНА";57.78;108.32;140000
3024;5939;2;"ФГБУ Иркутское УГМС";"ВИЗИРНЫЙ - Р.ЛЕНА";58.88;111.25;176000
3027;5812;3;"ФГБУ Якутское УГМС";"ВИТИМ (ГП ПРИ ВИТИМ АЭ) - Р.ЛЕНА";59.45;112.5833333;2e+05
3028;5176;2;"ФГБУ Якутское УГМС";"ПЕЛЕДУЙ - Р.ЛЕНА";59.65;112.8;430000
3029;5159;1;"ФГБУ Якутское УГМС";"КРЕСТОВСКОЕ - Р.ЛЕНА";59.73;113.17;440000
3030;5165;2;"ФГБУ Якутское УГМС";"ЛЕНСК - Р.ЛЕНА";60.72;114.88;450000
3036;5184;1;"ФГБУ Якутское УГМС";"СОЛЯНКА - Р.ЛЕНА";60.48;120.7;770000
3037;5206;2;"ФГБУ Якутское УГМС";"ХАТЫНГ-ТУМУЛ - Р.ЛЕНА";60.58;122.88;8e+05
3041;5178;3;"ФГБУ Якутское УГМС";"ПОКРОВСК - Р.ЛЕНА";61.47;129.17;892000
3042;5187;1;"ФГБУ Якутское УГМС";"ТАБАГА - Р.ЛЕНА";61.83;129.6;9e+05
3045;5223;3;"ФГБУ Якутское УГМС";"ЯКУТСК - Р.ЛЕНА";62.03;129.75;9e+05
3047;5155;2;"ФГБУ Якутское УГМС";"КАНГАЛАССЫ - Р.ЛЕНА";62.37;130.02;910000
3050;5180;3;"ФГБУ Якутское УГМС";"САНГАРЫ - Р.ЛЕНА";63.96;127.41;1680000
3051;6053;3;"ФГБУ Якутское УГМС";"ЖИГАНСК - Р.ЛЕНА";66.77;123.4;2200000
3052;5780;3;"ФГБУ Якутское УГМС";"ДЖАРДЖАН (ГП ПРИ ДЖАРДЖАН М) - Р.ЛЕНА";68.73;124;2300000
3056;4887;1;"ФГБУ Иркутское УГМС";"БОЛЬШАЯ ТАРЕЛЬ - Р.ПРАBАЯ ИЛИКТА";53.75;106.57;1450
3057;4884;1;"ФГБУ Иркутское УГМС";"БИРЮЛЬКА - Р.БИРЮЛЬКА";53.86;106.33;280
3059;4903;1;"ФГБУ Иркутское УГМС";"ЗУЕВА - Р.МАНЗУРКА";53.53;106;3280
3068;4902;1;"ФГБУ Иркутское УГМС";"ЗНАМЕНКА - Р.ИЛГА";54.72;104.85;7600
3074;4938;1;"ФГБУ Иркутское УГМС";"РУЧЕЙ - Р.КУТА";56.86;105.05;11200
3076;4922;1;"ФГБУ Иркутское УГМС";"МУКА - Р.КУПА";56.67;104.67;2220
3079;4951;1;"ФГБУ Иркутское УГМС";"ТАЮРА - Р.ТАЮРА";56.98;106.58;5720
3084;4962;2;"ФГБУ Иркутское УГМС";"УЛЬКАН - Р.КИРЕНГА";55.9;107.8;23700
3085;4909;1;"ФГБУ Иркутское УГМС";"КЛЮЧИ - Р.КИРЕНГА";56.17;107.2;28700
3087;4970;1;"ФГБУ Иркутское УГМС";"ШОРОХОВА - Р.КИРЕНГА";57.63;108.11;46500
3096;4685;1;"ФГБУ Забайкальское УГМС";"РОМАНОВКА-р.Витим - Р.BИТИМ";53.2;112.77;18200
3106;4885;1;"ФГБУ Иркутское УГМС";"БОДАЙБО - Р.BИТИМ";57.82;114.17;190000
3131;4684;1;"ФГБУ Забайкальское УГМС";"РАССОШИНО-р.Амалат - Р.АМАЛАТ";54.3;114.32;8790
3150;4915;1;"ФГБУ Иркутское УГМС";"ЛУГОВСКИЙ - Р.МАМА";58.07;112.88;18400
3156;5161;1;"ФГБУ Якутское УГМС";"КУРУМ - Р.НЮЯ";60.97;115.52;32600
3157;5175;1;"ФГБУ Якутское УГМС";"ПАТОМА - Р.БОЛЬШОЙ ПАТОМ";60.17;116.8;27600
3159;5138;1;"ФГБУ Якутское УГМС";"БИРЮК - Р.БИРЮК";60.3;119.62;9700
3160;5142;1;"ФГБУ Якутское УГМС";"БОМ - Р.БОЛЬШАЯ ЧЕРЕПАНИХА";60.4;120.18;1750
3161;5195;1;"ФГБУ Якутское УГМС";"ТЮБЯ - Р.МАЛАЯ ЧЕРЕПАНИХА";60.45;120.35;469
3168;5781;3;"ФГБУ Якутское УГМС";"ДЖЕКЕМДЭ (ГП ПРИ ДЖИКИМДА М) - Р.ОЛЕКМА";59.02;121.77;109000
3169;5160;1;"ФГБУ Якутское УГМС";"КУДУ-КЮЕЛЬ - Р.ОЛЕКМА";59.37;121.32;120000
3180;5191;1;"ФГБУ Якутское УГМС";"ТОККО - Р.ЧАРА";60;119.88;62500
3201;5196;1;"ФГБУ Якутское УГМС";"ТЯНЯ - Р.ТЭЭНЭ";59;119.8;3960
3203;5208;1;"ФГБУ Якутское УГМС";"ХОРИНЦЫ - Р.ЧЫАЛАГАС";60.67000278;121.5333333;52.3
3210;5225;1;"ФГБУ Якутское УГМС";"БРОЛОГ - Р.БУОТАМА";61.05;128.65;12200
3214;5154;1;"ФГБУ Якутское УГМС";"КАМЫРДАГЫСТАХ (СЕЗОННЫЙ) - Р.ШЕСТАКОBКА";61.93;129.55;170
3221;5211;3;"ФГБУ Якутское УГМС";"ЧАГДА - Р.АЛДАН";58.73;130.62;120000
3223;5213;3;"ФГБУ Якутское УГМС";"ЧАРАН - Р.АЛДАН";60.38;134.45;276000
3224;5219;2;"ФГБУ Якутское УГМС";"ЭЛЬДИКАН - Р.АЛДАН";60.78;135;480000
3229;5777;1;"ФГБУ Якутское УГМС";"ВЕРХОЯНСКИЙ ПЕРЕВОЗ (ГП ПРИ ВЕРХ.ПЕР. М) - Р.АЛДАН";63.31;132.01;7e+05
3230;5775;3;"ФГБУ Якутское УГМС";"БАТАМАЙ (ГП ПРИ БАТАМАЙ М) - Р.АЛДАН";63.51666667;129.4833333;730000
3232;5209;1;"ФГБУ Якутское УГМС";"ХРУСТАЛЬНЫЙ - Р.СУОН-ТИИТ";58.06;123.71;210
3234;5141;1;"ФГБУ Якутское УГМС";"БОЛЬШОЙ НИМНЫР - Р. БОЛЬШОЙ НИМНЫР";58.05;125.48;190
3237;5222;1;"ФГБУ Якутское УГМС";"ЯКОКИТ - Р.ЯКОКИТ";58.9;125.8;1050
3239;6172;3;"ФГБУ Якутское УГМС";"ХАНДЫГА - Р.АЛДАН";62.62;135.48;547000
3245;5157;1;"ФГБУ Якутское УГМС";"1,8 КМ ОТ УСТЬЯ (РАДИО-УРУЙЭТЭ) - Р.РАДИО-УРУЙЭТЭ";58.97;126.27;22.8
3247;5199;1;"ФГБУ Якутское УГМС";"УСТЬ-БАРАЛАС - Р.ТИМПТОН";56.95;125.45;13300
3248;5201;1;"ФГБУ Якутское УГМС";"УСТЬ-ТИМПТОН - Р.ТИМПТОН";58.65;127.05;43700
3250;5151;1;"ФГБУ Якутское УГМС";"ЗОЛОТИНКА - р. Иенгра";56.22;124.83;961
3252;5216;1;"ФГБУ Якутское УГМС";"ЧУЛЬМАН - р. Чульман";56.83;124.87;3840
3254;5173;1;"ФГБУ Якутское УГМС";"НЕРЮНГРИ - Р.BЕРХНЯЯ НЕРЮНГА";56.68;124.7;316
3257;5147;1;"ФГБУ Якутское УГМС";"ГРЕМУЧИЙ - Р.БАРЫЛАС";56.97;125.38;152
3258;5205;1;"ФГБУ Якутское УГМС";"ХАТЫМИ - Р.БОЛЬШАЯ ХАТЫМА";57.37;124.9;473
3259;5168;1;"ФГБУ Якутское УГМС";"МАРТИТОВЫЙ - РУЧ.СИBАГЛИ";57.4;124.9;101
3261;5217;1;"ФГБУ Якутское УГМС";"ЫЛЛЫМАХ - Р.БОЛЬШОЙ ЫЛЛЫМАХ";58.58;126.7;2710
3263;5183;1;"ФГБУ Якутское УГМС";"СОБОЛИНЫЙ - Р.МАЛЫЙ ЫЛЛЫМАХ";58.65;127.03;30.3
3269;4408;2;"ФГБУ Дальневосточное УГМС";"АИМ - Р.МАЯ";58.76666667;134.25;108000
3271;5210;1;"ФГБУ Якутское УГМС";"ЧАБДА - р. Мая";59.78;134.82;165000
3272;5220;3;"ФГБУ Якутское УГМС";"ЮГОРЁНОК - Р.ЮДОМА";59.75;137.67;30800
3277;5127;1;"ФГБУ Якутское УГМС";"АЛЛАХ - Р.АЛЛАХ-ЮНЬ";60.68;135.03;24200
3283;5177;1;"ФГБУ Якутское УГМС";"3,0 КМ ОТ УСТЬЯ (ПОДГОРНЫЙ) - РУЧ.ПОДГОРНЫЙ";61.89666944;135.5266667;20.3
3291;5776;1;"ФГБУ Якутское УГМС";"БУЯГА (ГП ПРИ БУЯГА М) - Р.АМГА";59.67;127.05;23900
3292;5128;1;"ФГБУ Якутское УГМС";"АМГА - Р.АМГА";60.9;131.9833333;56800
3293;5189;1;"ФГБУ Якутское УГМС";"ТЕРЮТЬ - Р.АМГА";62.22;134.12;65400
3307;5145;1;"ФГБУ Якутское УГМС";"ВТОРОЙ СТАНОК - Р.КЭНКЭМЭ";62.05;128.92;3550
3310;5143;1;"ФГБУ Якутское УГМС";"УСТЬ-АМБАРДАХ - Р.BИЛЮЙ";64.08;109.58;57300
3315;5226;1;"ФГБУ Якутское УГМС";"СЮЛЬДЮКАР - Р.BИЛЮЙ";63.23;113.7;170000
3323;5174;3;"ФГБУ Якутское УГМС";"НЮРБА - Р.BИЛЮЙ";63.28;118.33;234000
3325;5818;3;"ФГБУ Якутское УГМС";"ВЕРХНЕВИЛЮЙСК (ГП ПРИ ВЕХНЕВИЛЮЙСК АМСГ) - Р.ВИЛЮЙ";63.45;120.32;360000
3327;5144;3;"ФГБУ Якутское УГМС";"ВИЛЮЙСК - Р.BИЛЮЙ";63.77;121.62;430000
3330;5179;3;"ФГБУ Якутское УГМС";"ПРОМЫШЛЕННЫЙ - Р.BИЛЮЙ";65.2;126.38;454000
3334;5227;1;"ФГБУ Якутское УГМС";"ЧОНА - Р.ЧОНА";61.76;109.6;21000
3341;5186;1;"ФГБУ Якутское УГМС";"СЮРЯХ-ХАЯ - Р.АХТАРАНДА";63.38;112.08;11600
3344;5224;1;"ФГБУ Якутское УГМС";"ЯСНЫЙ - Р.БАТЫР";63.37;111.93;3380
3355;5229;1;"ФГБУ Якутское УГМС";"ЗАХАР - Р.УЛАХАН БОТУОБУЙА";62.72;112.62;16900
3357;5228;1;"ФГБУ Якутское УГМС";"ХАЙАЛААХ - Р.АЛЛАРАА-БИЛИР";62.55;110.6;36.6
3360;5156;1;"ФГБУ Якутское УГМС";"КЕМПЕНДЯЙ - Р. КЭМПЭНДЭЭЙИ";62.02;118.63;1290
3367;5167;1;"ФГБУ Якутское УГМС";"МАЛЫКАЙ - Р.МАРХА";63.5;117.03;89600
3390;5212;1;"ФГБУ Якутское УГМС";"ЧАЙ - Р.ТАНГНАРЫ";63.82;123.57;5760
3398;5276;1;"ФГБУ Якутское УГМС";"ЕРЕМЕЙКА (ГП ПРИ КЮСЮР Г-2) - Р.ЕРЕМЕЙКА";70.68;127.4;97
3403;5779;1;"ФГБУ Якутское УГМС";"ДЖАЛИНДА (ГП ПРИ ДЖАЛИНДА М) - Р.МАЛАЯ КУОНАПКА";70.13;113.97;20300
3414;5810;1;"ФГБУ Якутское УГМС";"ВЕРХОЯНСК (ГП ПРИ ВЕРХОЯНСК ОГМС) - Р.ЯНА";67.56;133.4;45300
3416;5133;3;"ФГБУ Якутское УГМС";"БАТАГАЙ - Р.ЯНА";67.65;134.68;48400
3422;5221;2;"ФГБУ Якутское УГМС";"ЮНКЮР - Р.САРТАНГ";66.3;132.82;11800
3424;5132;1;"ФГБУ Якутское УГМС";"БАЛА - Р.САРТАНГ";67.1;133.92;16700
3429;5782;3;"ФГБУ Якутское УГМС";"ЕКЮЧЧЮ (ГП ПРИ ЕКЮЧЮ М) - Р. ДУЛГАЛААХ";66.77;131.6;20800
3430;5193;1;"ФГБУ Якутское УГМС";"ТОМТОР (ДУЛГАЛАХСКИЙ) - Р.ДУЛГАЛААХ";67.12;132.13;23900
3431;5188;1;"ФГБУ Якутское УГМС";"ЕКЮЧЧЮ (ТИНЭГЭ) - Р. ТИНЭГЭ";66.67;131.58;59.2
3433;5207;1;"ФГБУ Якутское УГМС";"ВЕРХОЯНСК (ХОПТОЛОХ) - РУЧ.ХОПТОЛООХ";67.53;133.4;18.3
3445;5198;1;"ФГБУ Якутское УГМС";"УРДЮК-КУМАХ - Р.АДЫЧА";68.02;135.28;89600
3479;5192;1;"ФГБУ Якутское УГМС";"ТОМТОР (БУРАЛАХСКИЙ) - Р.БОРУУАЛААХ";67.15;134.67;7570
3480;5194;1;"ФГБУ Якутское УГМС";"ТУРАГАС - Р.ТУРАГАС";67.11;134.65;98
3483;5130;1;"ФГБУ Якутское УГМС";"АСАР - Р.БЫТАНТАЙ";68.62;134.12;40000
3487;5158;2;"ФГБУ Якутское УГМС";"ОЙМЯКОН - Р.ИНДИГИРКА";63.47;142.82;24500
3491;5200;3;"ФГБУ Якутское УГМС";"УСТЬ-МОМА - Р.ИНДИГИРКА";66.5;143.27;160000
3494;5135;3;"ФГБУ Якутское УГМС";"БЕЛАЯ ГОРА - Р.ИНДИГИРКА";68.36;146.35;287000
3499;5185;1;"ФГБУ Якутское УГМС";"УСТЬЕ Р.САХАРЫНЬЯ - Р.СУНТАР";63.33;141.37;7680
3501;5181;1;"ФГБУ Якутское УГМС";"0,2 КМ ОТ УСТЬЯ (САХАРЫНЬЯ) - Р. САХАРЫНЬЯ";63.33333333;141.3666667;84.4
3503;5774;3;"ФГБУ Якутское УГМС";"АГАЯКАН (ГП ПРИ АГАЯКАН М) - Р.АГАЯКАН";63.33;141.73;7630
3507;5218;1;"ФГБУ Якутское УГМС";"5,0 КМ ВЫШЕ УСТЬЯ Р.АРТЫК-ЮРЯХ - Р. ЭЛЬГИ";64.4;142;17600
3510;5140;1;"ФГБУ Якутское УГМС";"БОЛЬШОЙ АРТЫК-ЮРЯХ - Р. АРТЫК-ЮРЯХ";64.47;141.87;644
3515;5303;1;"ФГБУ Якутское УГМС";"ГРАНИТ - руч.Чаптахай";64.53;143.15;25.8
3516;5149;1;"ФГБУ Якутское УГМС";"РЕМПУНКТ - Р.АМБАР-ЮРЮЕТЭ(ДУНАЙ)";64.52;143.12;16.6
3518;5172;1;"ФГБУ Якутское УГМС";"АЛА-ЧУБУК - Р.НЕРА";64.43;144.37;22300
3520;5778;3;"ФГБУ Якутское УГМС";"ДЕЛЯНКИР (ГП ПРИ ДЕЛЯНКИР М) - Р.ДЕЛЯНКИР";63.83;145.6;3070
3527;5139;1;"ФГБУ Якутское УГМС";"0,3 КМ ОТ УСТЬЯ (БЛИЖНИЙ) - РУЧ.БЛИЖНИЙ";64.44666944;144.3000028;23
3554;6105;1;"ФГБУ Иркутское УГМС";"ЧУЯ - Р.ЧУЯ";59.26;112.41;18400
3555;5972;2;"ФГБУ Иркутское УГМС";"МАМА - Р.BИТИМ";58.31;112.86;220000
3560;5148;1;"ФГБУ Якутское УГМС";"ДАЛЬНИЙ - Р.УЛАХАН-ЭДЬЭК";63.58;110.05;854
3564;5182;1;"ФГБУ Якутское УГМС";"СНЕЖНЫЙ - Р.МАЛЫЙ БЕРКАКИТ";56.68;124.7;196
3577;4935;1;"ФГБУ Иркутское УГМС";"ПУЩИНА - Р.ЧЕЧУЙ";58.2;109.33;6290
3579;5164;1;"ФГБУ Якутское УГМС";"ЛАВИНДА - Р.ЧУРКУО";63.32;109.42;4130
3581;4930;1;"ФГБУ Иркутское УГМС";"ОРЛОВА - Р.ПИЛЮДА";58.25;109.01;1760
3596;5136;2;"ФГБУ Якутское УГМС";"БЕЛЬКАЧИ - Р.АЛДАН";59.2;131.92;255000
3597;5197;1;"ФГБУ Якутское УГМС";"УЛАР - Р.ДЬЭКИНДЭ";62.7;110.55;1490
3599;5150;1;"ФГБУ Якутское УГМС";"ЕЛОВЫЙ - Р.УЛАХАН-НЫРЫЫЛААХ";60.45000278;114.3333361;61
3602;4880;1;"ФГБУ Иркутское УГМС";"АРТЁМОВСКИЙ - Р.БОДАЙБО";58.18;114.68;116
3603;4905;1;"ФГБУ Иркутское УГМС";"ИЛИКТА - Р.ИЛИКТА";53.82;106.37;2850
3625;5166;1;"ФГБУ Якутское УГМС";"МАЙСКИЙ - Р.ИЧОДА";61.63;111.17;2820
3627;5190;1;"ФГБУ Якутское УГМС";"ТЕПЛЫЙ - Р.ЧУЛЬМАН";56.67;124.68;2380
3630;5153;1;"ФГБУ Якутское УГМС";"ИННЯЛЫ - Р.ПЕЛЕДУЙ";59.52;111.23;7800
3637;5251;1;"ФГБУ Иркутское УГМС";"ЗВЁЗДНЫЙ - Р.НИЯ";56.75;106.48;2300
3659;5134;1;"ФГБУ Якутское УГМС";"БЕДЕМЕ - Р.СУОЛА";62.18333333;130.2833333;3380
3663;4937;2;"ФГБУ Иркутское УГМС";"ПЕТРОПАВЛОВСКОЕ - Р.ЛЕНА";58.21;108.91;143000
3809;5280;1;"ФГБУ Якутское УГМС";"УСТЬЕ Р.ТАЙМЫЫЛЫЫР - Р.ТАЙМЫЫЛЫЫР";71.93;123.57;76.6
3811;5279;1;"ФГБУ Якутское УГМС";"7,5 КМ НИЖЕ УСТЬЯ Р.БУУР (ГП ПРИ ТЮМЯТИ Г) - Р.ОЛЕНЕК";71.5;123.58;2e+05
3814;6144;2;"ФГБУ Якутское УГМС";"ТАЙМЫЛЫР - Р.ОЛЕНЕК";72.61;122.1;210000
3881;5129;1;"ФГБУ Якутское УГМС";"АРГАХТАХ - р.АЛАЗЕЯ";68.5;153.42;17700
3882;6096;2;"ФГБУ Якутское УГМС";"АНДРЮШКИНО (ГП ПРИ АНДРЮШКИНО АМСГ) - Р.АЛАЗЕЯ";69.17;154.5;29000
4012;5731;1;"ФГБУ Сахалинское УГМС";"ТУНГОР - Р.ЭРРИ";53.38;142.95;11.4
4032;5709;1;"ФГБУ Сахалинское УГМС";"КРАСНАЯ ТЫМЬ - р. Тымь";50.48;142.39;1390
4033;5700;1;"ФГБУ Сахалинское УГМС";"АДО-ТЫМОВО - р. Тымь";51.08;142.46;3420
