"index";"serialNum";"class";"property";"name";"lat";"lon";"f"
6211;4686;1;"ФГБУ Забайкальское УГМС";"СБЕГА-р.Черная - Р.ЧЕРНАЯ";53.3;118.52;10300
6218;4687;1;"ФГБУ Забайкальское УГМС";"СБЕГА-р.Черный Урюм - Р.ЧЕРНЫЙ УРЮМ";53.3;118.5;5040
6237;4673;1;"ФГБУ Забайкальское УГМС";"МОГОЧА-р.Могоча - Р.МОГОЧА";53.77;119.8;1340
6246;4771;1;"ФГБУ Дальневосточное УГМС";"СТ.УРУША - Р.УРУША";54.06;122.85;1880
6256;4778;1;"ФГБУ Дальневосточное УГМС";"АНОСОВО - Р.УЛЬМИН";52.16666667;126.6;837
6275;4440;2;"ФГБУ Дальневосточное УГМС";"ЗАРЕЧНАЯ СЛОБОДА - Р.ЗЕЯ";53.73;127.25;82500
6280;4469;2;"ФГБУ Дальневосточное УГМС";"ПОЛЯКОВСКИЙ - Р.ЗЕЯ";52.98;127.55;110000
6287;4484;3;"ФГБУ Дальневосточное УГМС";"СУРАЖЕВКА - Р.ЗЕЯ";51.35;128.17;206000
6295;4414;1;"ФГБУ Дальневосточное УГМС";"БЕЛОГОРЬЕ - Р.ЗЕЯ";50.51666667;127.6500028;230000
6296;4420;3;"ФГБУ Дальневосточное УГМС";"БЛАГОВЕЩЕНСК - Р.ЗЕЯ";50.27;127.6;230000
6299;4470;1;"ФГБУ Дальневосточное УГМС";"ПР-К НИКОЛАЕВСКИЙ - Р.ТОК";54.87;129.42;3820
6302;4424;1;"ФГБУ Дальневосточное УГМС";"В 0,3 КМ НИЖЕ УСТЬЯ Р.АМКАН - Р.АРГИ(АРГА)";54.51666667;129.35;6760
6319;4492;1;"ФГБУ Дальневосточное УГМС";"УСТЬЕ Р.ИЖАК - Р.УРКАН(ЛЕBЫЙ УРКАН)";54.35;128.9;2190
6323;4429;1;"ФГБУ Дальневосточное УГМС";"В 53 КМ ОТ УСТЬЯ - Р.МУЛЬМУГА";54.86666667;127.9833333;2890
6329;5886;1;"ФГБУ Дальневосточное УГМС";"с. УНАХА - Р.УНАХА";55.03333333;126.8;1950
6331;4493;1;"ФГБУ Дальневосточное УГМС";"У ПЕРЕВОЗА - Р.ГИЛЮЙ";54.37;126.77;21100
6345;4439;1;"ФГБУ Дальневосточное УГМС";"АРБИ - Р.УРКАН(ПРАBЫЙ УРКАН)";53.7;126.65;15700
6349;4474;1;"ФГБУ Дальневосточное УГМС";"РЫЧКОВО - Р.ДЕП";53.38;127.88;8440
6373;4495;1;"ФГБУ Дальневосточное УГМС";"УСТЬ-УЛЬМА - Р.СЕЛЕМДЖА";51.9;129.27;67000
6387;4507;1;"ФГБУ Дальневосточное УГМС";"УСТЬЕ Р.ЭЛЬГА - Р.НОРА";53.07;130.02;9630
6403;4423;1;"ФГБУ Дальневосточное УГМС";"БИЧУРА - Р.БИРМА";51.38;128.85;1500
6407;4437;1;"ФГБУ Дальневосточное УГМС";"ДМИТРИЕВКА - Р.БОЛЬШАЯ ПЕРА";51.51666667;128.1333333;3180
6411;4483;1;"ФГБУ Дальневосточное УГМС";"СУКРОМЛИ - Р.МАЛАЯ ПЕРА";51.53;127.92;913
6414;4473;1;"ФГБУ Дальневосточное УГМС";"РОГАЧЕВКА - Р.ГОЛУБАЯ";50.28;127.85;450
6424;4476;1;"ФГБУ Дальневосточное УГМС";"СВЕТИЛОВКА - Р.ТОМЬ";50.98;127.97;16000
6437;4441;1;"ФГБУ Дальневосточное УГМС";"ИВАНОВКА - Р.ИBАНОBКА";50.37;128;2710
6443;4457;1;"ФГБУ Дальневосточное УГМС";"МИХАЙЛОВКА - Р.ЗАBИТАЯ";49.92;128.82;2290
6444;4421;1;"ФГБУ Дальневосточное УГМС";"БОЛДЫРЕВКА - Р.ПОЛОBИНКА";50.23;129.48;344
6456;4494;1;"ФГБУ Дальневосточное УГМС";"УСТЬ-НИМАН - Р.БУРЕЯ";51.4;132.72;26500
6473;4505;1;"ФГБУ Дальневосточное УГМС";"МАЛИНОВКА - Р.БУРЕЯ";49.78;129.92;67400
6479;4430;1;"ФГБУ Дальневосточное УГМС";"В 12 КМ ОТ УСТЬЯ - Р.НИМАН";51.46666944;132.6666694;14500
6485;4499;1;"ФГБУ Дальневосточное УГМС";"ЧЕГДОМЫН - Р.ЧЕГДОМЫН";51.12;133;908
6488;6129;1;"ФГБУ Дальневосточное УГМС";"В 33 КМ ОТ УСТЬЯ - Р.ДУБЛИКАН";50.93333333;132.7333333;1160
6496;4485;1;"ФГБУ Дальневосточное УГМС";"ТАЛАНДЖА - Р.ЯУРИН";49.47;131.55;782
6497;4472;1;"ФГБУ Дальневосточное УГМС";"РЗД АЛАНАП - Р.ЯУРИН";49.95;132.0166667;3130
6506;4434;1;"ФГБУ Дальневосточное УГМС";"КЛХ ГЕРОЙ ТРУДА - Р.ТЮКАН";49.8;129.77;495
6507;4465;1;"ФГБУ Дальневосточное УГМС";"НОВОРАЙЧИХИНСК - Р.КИBДА";49.8;129.63;113
6511;4412;2;"ФГБУ Дальневосточное УГМС";"АРКАДЬЕВКА - Р.АРХАРА";49.4;130.15;8160
6535;4477;1;"ФГБУ Дальневосточное УГМС";"СЕЛЕТКАН - Р.БОЛЬШАЯ ПЕРА";51.95;127.85;605
6544;4466;1;"ФГБУ Дальневосточное УГМС";"ОВСЯНКА - Р.ЗЕЯ";53.58;126.88;84800
6549;4478;1;"ФГБУ Дальневосточное УГМС";"СИМОНОВО - Р.БЕЛАЯ";51.47;126.98;1030
6550;4481;1;"ФГБУ Дальневосточное УГМС";"СРЕДНЕБЕЛОЕ - Р.БЕЛАЯ";50.68;128.52;1640
6551;4425;1;"ФГБУ Дальневосточное УГМС";"В 6,5 КМ ВЫШЕ УСТЬЯ Р.УСМАНЬ - Р.БУРЕЯ";51.55;134.05;4880
6562;4463;1;"ФГБУ Дальневосточное УГМС";"НОВОИВАНОВКА - Р.КЛЮЧЕBАЯ";51.4;127.98;122
6563;4498;1;"ФГБУ Дальневосточное УГМС";"ХИНГАНСК - Р.ЛЕBЫЙ ХИНГАН";49.12;131.13;73.5
6564;6130;1;"ФГБУ Дальневосточное УГМС";"В 9 КМ НИЖЕ УСТЬЯ Р.ТАЛИБДЖАН - Р.ТУЮН";51.12;132.22;299
6568;4435;1;"ФГБУ Дальневосточное УГМС";"ГРИБОВКА - Р.BЕРХНЯЯ ИЛГА";49.46;130.36;77.9
7003;4891;1;"ФГБУ Иркутское УГМС";"БОЛЬШОЕ ГОЛОУСТНОЕ - Р.ГОЛОУСТНАЯ";52.03;105.42;2260
7004;4888;1;"ФГБУ Иркутское УГМС";"БОЛЬШАЯ БУГУЛЬДЕЙКА - Р.БУГУЛЬДЕЙКА";52.55;106.07;1700
7008;4795;1;"ФГБУ Забайкальское УГМС";"БАЙКАЛЬСКОЕ-р.Рель - Р.РЕЛЬ";55.35681111;109.1542556;567
7012;4712;1;"ФГБУ Забайкальское УГМС";"ХОЛОДНЫЙ (ПОС.ХОЛОДНАЯ)-р.Холодная - Р.ХОЛОДНАЯ";55.88;109.78;1050
7015;4642;1;"ФГБУ Забайкальское УГМС";"ВЕРХНЯЯ ЗАИМКА-р.Верхняя Ангара - Р.BЕРХНЯЯ АНГАРА";55.85;110.15;20600
7020;4647;1;"ФГБУ Забайкальское УГМС";"ДАВШЕ-р.Давша (Давше) - Р.ДАBША(ДАВШЕ)";54.33;109.53;93.7
7022;4671;1;"ФГБУ Забайкальское УГМС";"МОГОЙТО-р.Баргузин - Р.БАРГУЗИН";54.38;110.42;9350
7029;4633;1;"ФГБУ Забайкальское УГМС";"АРГОДА-р.Аргода (Аргада) - Р.АРГОДА(АРГАДА)";54.25;110.72;1100
7031;4653;1;"ФГБУ Забайкальское УГМС";"ИНА-р.Ина - Р.ИНА";53.72;110.25;3270
7034;4663;1;"ФГБУ Забайкальское УГМС";"МАКСИМИХА-р.Максимиха - Р.МАКСИМИХА";53.25;108.73;440
7036;4690;1;"ФГБУ Забайкальское УГМС";"СОБОЛИХА-р.Турка - Р.ТУРКА";52.92;108.4;5050
7041;4674;1;"ФГБУ Забайкальское УГМС";"НАУШКИ-р.Селенга - Р.СЕЛЕНГА";50.4;106.1;280000
7043;4725;2;"ФГБУ Забайкальское УГМС";"УСТЬ-КЯХТА-р.Селенга - Р.СЕЛЕНГА";50.53;106.25;280000
7051;4683;1;"ФГБУ Забайкальское УГМС";"РАЗЬЕЗД МОСТОВОЙ-р.Селенга - Р.СЕЛЕНГА";52.03;107.48;440000
7056;4709;1;"ФГБУ Забайкальское УГМС";"ХАМНЕЙ-р.Джида - Р.ДЖИДА";50.43;103.93;8480
7060;4646;1;"ФГБУ Забайкальское УГМС";"ДЖИДА-р.Джида - Р.ДЖИДА";50.63;106.12;23300
7063;4650;1;"ФГБУ Забайкальское УГМС";"ЗАКАМЕНСК-р.Модонкуль - Р.МОДОНКУЛЬ";50.38;103.3;170
7064;4710;1;"ФГБУ Забайкальское УГМС";"ХАМНЕЙСКИЙ МОСТ-р.Хамней - Р.ХАМНЕЙ";50.43;103.77;3600
7066;4701;1;"ФГБУ Забайкальское УГМС";"УЛАН-УДУНГА-р.Темник - Р.ТЕМНИК";51.1;105.98;4240
7074;4726;2;"ФГБУ Забайкальское УГМС";"ЧИКОЙСКИЙ КОЖЕВ.З-Д-р.Чикой - Р.ЧИКОЙ";50.27;106.93;41400
7076;4681;1;"ФГБУ Забайкальское УГМС";"ПОВОРОТ-р.Чикой - Р.ЧИКОЙ";50.92;106.63;44700
7080;4636;1;"ФГБУ Забайкальское УГМС";"АЦА-р.Аса (Аца) - Р.АСА(АЦА)";50.45;109.55;2010
7087;4711;1;"ФГБУ Забайкальское УГМС";"ХИЛКОТОЙ-р.Катанца - Р.КАТАНЦА";49.88;108.05;2120
7091;4704;1;"ФГБУ Забайкальское УГМС";"УСТЬ-КИРАН-р.Киран - Р.КИРАН";50.42;106.82;1130
7098;4772;1;"ФГБУ Забайкальское УГМС";"МАЛЕТА-р.Хилок - Р.ХИЛОК";50.83;108.4;25700
7099;4665;1;"ФГБУ Забайкальское УГМС";"МАЛЫЙ КУНАЛЕЙ-р.Хилок - Р.ХИЛОК";50.62;107.82;29600
7102;4708;1;"ФГБУ Забайкальское УГМС";"ХАЙЛАСТУЙ-р.Хилок - Р.ХИЛОК";51.2;106.97;38300
7104;4721;1;"ФГБУ Забайкальское УГМС";"ЭНГОРОК-р.Блудная - Р.БЛУДНАЯ";50.97;110.35;1300
7108;4680;1;"ФГБУ Забайкальское УГМС";"ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ-р.Баляга - Р.БАЛЯГА";51.25;108.83;966
7112;4706;1;"ФГБУ Забайкальское УГМС";"УСТЬ-УНГО-р.Унго - Р.УНГО";50.88;108.62;2290
7119;5869;1;"ФГБУ Забайкальское УГМС";"ТАРБАГАТАЙ -р.Куйтунка - Р.КУЙТУНКА";51.48;107.37;1060
7124;4707;1;"ФГБУ Забайкальское УГМС";"УСТЬ-ЭГИТА-р.Уда - Р.УДА";52.32;110.63;3900
7128;4730;3;"ФГБУ Забайкальское УГМС";"ПЕРВОМАЕВКА-р.Уда - Р.УДА";52;108.37;28300
7133;4675;1;"ФГБУ Забайкальское УГМС";"НИЖНЯЯ МАЙЛА-р.Она - Р.ОНА";52.48;110;2660
7135;4669;1;"ФГБУ Забайкальское УГМС";"МИХАЙЛОВКА-р.Кудун - Р.КУДУН";51.88;110.48;3600
7148;4695;1;"ФГБУ Забайкальское УГМС";"ТУРУНТАЕВО-р.Итанца - Р.ИТАНЦА";52.2;107.63;2120
7152;4688;1;"ФГБУ Забайкальское УГМС";"СЕЛЕНГИНСК (С.ЗАВИЛЮЙКА)-р.Вилюйка - Р.BИЛЮЙКА";52.03;106.85;255
7156;4682;1;"ФГБУ Забайкальское УГМС";"ПОСОЛЬСКАЯ-р.Большая Речка - Р.БОЛЬШАЯ РЕЧКА";51.95;106.35;565
7161;4794;1;"ФГБУ Забайкальское УГМС";"БАБУШКИН-р.Мысовка - Р.МЫСОBКА";51.72;105.87;151
7167;5301;1;"ФГБУ Иркутское УГМС";"ВЫДРИНО - Р.СНЕЖНАЯ";51.45;104.65;3000
7168;4923;1;"ФГБУ Иркутское УГМС";"МУРИНО - Р.ХАРА-МУРИН";51.48;104.4;3000
7170;4890;3;"ФГБУ Иркутское УГМС";"БАЙКАЛЬСК - Р.СОЛЗАН";51.65;104.13;153
7171;4883;1;"ФГБУ Иркутское УГМС";"БАЙКАЛЬСК - Р.ХАРЛАХТА";51.65;104.1333333;14.8
7172;4961;1;"ФГБУ Иркутское УГМС";"УТУЛИК - Р.УТУЛИК";51.55;104.05;959
7174;4916;1;"ФГБУ Иркутское УГМС";"МАНГУТАЙ - Р.БЕЗЫМЯННАЯ";51.58;103.9;204
7176;4945;1;"ФГБУ Иркутское УГМС";"СЛЮДЯНКА - Р.СЛЮДЯНКА";51.65;103.73;56.3
7180;5287;1;"ФГБУ Иркутское УГМС";"СЛЮДЯНКА - Р.ПОХАБИХА";51.65;103.73;62.9
7185;4649;1;"ФГБУ Забайкальское УГМС";"ЖЕЛТУРА-р.Желтура - Р.ЖЕЛТУРА";50.47;105.1;5120
7187;4944;1;"ФГБУ Иркутское УГМС";"245КМ ВСЖД - Р.BЫДРИННАЯ";51.48333333;104.9166667;259
7190;4689;1;"ФГБУ Забайкальское УГМС";"СЕМИОЗЕРЬЕ-р.Чикой - Р.ЧИКОЙ";49.82;110.47;1340
7197;4651;1;"ФГБУ Забайкальское УГМС";"ЗАИГРАЕВО-р.Брянка - Р.БРЯНКА";51.83;108.3;4190
7200;4914;1;"ФГБУ Иркутское УГМС";"КУЛТУК - Р.КУЛТУЧНАЯ";51.72;103.7;172
7202;4734;1;"ФГБУ Забайкальское УГМС";"УДИНСК (С.ТАРБАГАТАЙ)-р.Уда - Р.УДА";52.13;109.2;20800
7203;6174;1;"ФГБУ Забайкальское УГМС";"КИКА-р.Кика - Р.КИКА";52.5;108.03;440
8013;4907;3;"ФГБУ Иркутское УГМС";"ИРКУТСКАЯ ГЭС Н/Б - Р.АНГАРА";52.23;104.3;570000
8018;4906;3;"ФГБУ Иркутское УГМС";"ИРКУТСК - Р.АНГАРА";52.28;104.28;570000
8029;4946;3;"ФГБУ Иркутское УГМС";"СУХОВСКАЯ - Р.АНГАРА";52.51;103.98;6e+05
8059;5281;3;"ФГБУ Иркутское УГМС";"БРАТСКАЯ ГЭС Н/Б - Р.АНГАРА";56.28;101.73;736000
8086;3827;2;"ФГБУ Среднесибирское УГМС";"КАМЕНКА - Р.АНГАРА";58.55;95.83;9e+05
8088;3875;3;"ФГБУ Среднесибирское УГМС";"РЫБНОЕ - Р.АНГАРА";58.13;94.51;920000
8091;3884;1;"ФГБУ Среднесибирское УГМС";"ТАТАРКА - Р.АНГАРА";58.21;93.36;1e+06
8095;6140;1;"ФГБУ Иркутское УГМС";"МОНДЫ - Р.ИРКУТ";51.68333333;100.9833333;1200
8097;4955;1;"ФГБУ Иркутское УГМС";"ТУНКА - Р.ИРКУТ";51.73333333;102.5333333;6560
8099;4949;1;"ФГБУ Иркутское УГМС";"ТИБЕЛЬТИ - Р.ИРКУТ";51.78;103.26;11600
8120;4928;1;"ФГБУ Иркутское УГМС";"ОЛХА - Р.ОЛХА";52.15;104.11;590
8134;5285;1;"ФГБУ Иркутское УГМС";"ИРКУТСК - Р.УШАКОВКА";52.26;104.35;829
8139;4882;1;"ФГБУ Иркутское УГМС";"АХИНЫ - Р.КУДА";53.28;104.97;278
8145;4894;1;"ФГБУ Иркутское УГМС";"ГРАНОВЩИНА - Р.КУДА";52.45;104.28;7840
8147;4900;1;"ФГБУ Иркутское УГМС";"ЗАГАТУЙ - Р.МУРИН";52.88;105.35;1150
8150;4965;1;"ФГБУ Иркутское УГМС";"ХАРАТ - Р.ХАРАТ";52.76;105.03;288
8156;4939;2;"ФГБУ Иркутское УГМС";"РАЗДОЛЬЕ - Р.КИТОЙ";52.45;103.21;5220
8161;4910;1;"ФГБУ Иркутское УГМС";"КИТОЙ - Р.КИТОЙ";52.57;103.87;8420
8162;4948;1;"ФГБУ Иркутское УГМС";"ТАЛЬЯНЫ - Р.ТОЙСУК";52.2;103.26;1070
8172;4918;1;"ФГБУ Иркутское УГМС";"МИШЕЛЕВКА - Р.БЕЛАЯ";52.85;103.16;16400
8182;4954;1;"ФГБУ Иркутское УГМС";"ТУНГУСЫ - Р.МАЛАЯ БЕЛАЯ";52.76;102.43;3990
8184;4966;1;"ФГБУ Иркутское УГМС";"ХАЙТА - Р.ХАЙТА";52.8;103.18;707
8186;4921;1;"ФГБУ Иркутское УГМС";"МОРОЗОВА - Р.ИДА";53.2;103.51;2490
8188;4932;1;"ФГБУ Иркутское УГМС";"ОСА - Р.ОСА";53.38;103.8;1870
8194;4920;1;"ФГБУ Иркутское УГМС";"МЕТЛЯЕВА - Р.БИРИТ";54.11;102.86;75.9
8198;4968;1;"ФГБУ Иркутское УГМС";"ЧИЧКОВА - Р.ТУНАК";54.18;103.7;812
8207;4963;3;"ФГБУ Иркутское УГМС";"УХТУЙ - Р.ОКА";53.91;102.03;27000
8209;4959;1;"ФГБУ Иркутское УГМС";"УСТЬ-КАДА - Р.ОКА";54.5;102.01;33400
8217;4964;1;"ФГБУ Иркутское УГМС";"ХОР-ТАГНА - Р.ТАГНА";53.41;101.56;1770
8230;4881;1;"ФГБУ Иркутское УГМС";"АРШАН - Р.ИЯ";53.92;99.9;5140
8233;4952;1;"ФГБУ Иркутское УГМС";"ТУЛУН - Р.ИЯ";54.58;100.61;14500
8241;4957;1;"ФГБУ Иркутское УГМС";"УЙГАТ - Р.КИРЕЙ";54.08;100.6;2950
8246;4960;1;"ФГБУ Иркутское УГМС";"УТАЙ - Р.КУРЗАНКА";54.63;100.33;1120
8249;4934;1;"ФГБУ Иркутское УГМС";"ПОКОСНОЕ - Р.БАДА";55.5;101;835
8251;4911;1;"ФГБУ Иркутское УГМС";"КУЗНЕЦОВКА - Р.BИХОРЕBА";56.1;101.25;2420
8256;4972;1;"ФГБУ Иркутское УГМС";"ЭДУЧАНКА - Р.ЭДУЧАНКА";57.41;102.13;1390
8281;4942;1;"ФГБУ Иркутское УГМС";"СРЕДНЯЯ БАДАРМА - Р.БАДАРМА";57.75;102.25;1990
8288;3902;1;"ФГБУ Среднесибирское УГМС";"ЯРКИНО - Р.ЧАДОБЕЦ";59.13;99.38;13300
8289;3825;1;"ФГБУ Среднесибирское УГМС";"ИРБА - Р.МУРА";58.1;99;9320
8290;3831;1;"ФГБУ Среднесибирское УГМС";"КАРАБУЛА - Р.КАРАБУЛА";58.03;97.38;4190
8291;3803;1;"ФГБУ Среднесибирское УГМС";"БЕДОБА - Р.ИРКИНЕЕBА";58.8;97.23;8950
8296;3853;1;"ФГБУ Среднесибирское УГМС";"МАШУКОВКА - Р.ТАСЕЕBА";57.81;94.31;130000
8304;5297;3;"ФГБУ Иркутское УГМС";"НИЖНЕУДИНСК - Р.УДА";54.88;99.03;15800
8306;4958;1;"ФГБУ Иркутское УГМС";"УКАР - Р.УДА";55.06;99.25;17200
8307;4971;2;"ФГБУ Иркутское УГМС";"ШИРОКОВО - Р.УДА";55.43;99.4;23200
8309;4927;1;"ФГБУ Иркутское УГМС";"ОКТЯБРЬСКИЙ - Р.УДА";56.28;99.58;31700
8313;3898;1;"ФГБУ Среднесибирское УГМС";"ЧУНОЯР - Р.ЧУНА(УДА)";57.43;97.3;51600
8321;4908;1;"ФГБУ Иркутское УГМС";"КАДУЙ - Р.КАДУЙ";55.05;99.4;1140
8323;4941;1;"ФГБУ Иркутское УГМС";"САВЕЛЬЕВКА - Р.ЧУКША";56.13;100.05;2130
8328;4947;2;"ФГБУ Иркутское УГМС";"СОЛЯНАЯ - Р.БИРЮСА";55.53;97.81;10200
8329;4956;2;"ФГБУ Иркутское УГМС";"ТАЛАЯ - Р.БИРЮСА";55.6;97.75;18400
8331;4889;1;"ФГБУ Иркутское УГМС";"БИРЮСИНСК - Р.БИРЮСА";55.97;97.78;24700
8339;4893;1;"ФГБУ Иркутское УГМС";"ГЕОРГИЕВКА - Р.ТАГУЛ";55.53;97.6;7940
8347;4879;1;"ФГБУ Иркутское УГМС";"АЛЗАМАЙ - Р. ТОПОРОК";55.55;98.67666667;1990
8356;3861;1;"ФГБУ Среднесибирское УГМС";"НОВАЯ ПОЙМА - Р.ПОЙМА";56.18;96.56;2390
8359;3874;1;"ФГБУ Среднесибирское УГМС";"РЕШЕТЫ - Р.РЕШЕТЫ";56.15;97.21;245
8361;3903;1;"ФГБУ Среднесибирское УГМС";"ТРОИЦК - Р.УСОЛКА";57.4;94.83;9070
8364;3885;1;"ФГБУ Среднесибирское УГМС";"ТАТАРКА - Р.ТАТАРКА";58.21;93.36;1880
8367;4931;1;"ФГБУ Иркутское УГМС";"ОРЛИК - Р.ОРЛИК";52.5;99.81666667;139
8374;3828;1;"ФГБУ Среднесибирское УГМС";"КАМЕНКА - Р.КАМЕНКА";58.56;95.86;11400
8376;5283;3;"ФГБУ Иркутское УГМС";"УСТЬ-ИЛИМСКАЯ ГЭС Н/Б - Р.АНГАРА";57.97;102.7;790000
8379;4904;1;"ФГБУ Иркутское УГМС";"ЗУН-МУРИН - Р.ЗУН-МУРИН";51.71666667;102.85;4160
8380;5296;3;"ФГБУ Иркутское УГМС";"ОРЛИК - Р.ОКА";52.5;99.66666667;6240
8384;4940;1;"ФГБУ Иркутское УГМС";"САВВАТЕЕВКА - Р.ОДА";52.45;103.67;327
8389;4912;1;"ФГБУ Иркутское УГМС";"КАЙМОНОВСКИЙ - Р.BИДИМ";56.37;103.1;350
8403;3872;1;"ФГБУ Среднесибирское УГМС";"ПОЧЕТ - Р.БИРЮСА(ОНА)";57.16;96.41;50600
8410;4973;1;"ФГБУ Иркутское УГМС";"БАКЛАШИ - Р.ИРКУТ";52.25;104;14000
8411;4974;1;"ФГБУ Иркутское УГМС";"БОЛЬШЕБЕЛЬСК - Р.БОЛЬШАЯ БЕЛАЯ";52.92;102.5;7470
8412;5284;1;"ФГБУ Иркутское УГМС";"ПОРОГ - Р.УДА";54.53;99.25;13600
9022;3859;1;"ФГБУ Среднесибирское УГМС";"НИКИТИНО - Р.ЕНИСЕЙ";53.02;91.48;180000
9024;3908;2;"ФГБУ Среднесибирское УГМС";"САЯНОГОРСК - Р.ЕНИСЕЙ";53.06;91.43;180000
9026;3900;2;"ФГБУ Среднесибирское УГМС";"ШУШЕНСКОЕ - Р.ЕНИСЕЙ";53.31;91.93;190000
9030;3870;3;"ФГБУ Среднесибирское УГМС";"ПОДСИНЕЕ - Р.ЕНИСЕЙ";53.65;91.57;190000
9053;3799;1;"ФГБУ Среднесибирское УГМС";"БАЗАИХА - Р.ЕНИСЕЙ";55.98;92.8;3e+05
9055;3841;3;"ФГБУ Среднесибирское УГМС";"КРАСНОЯРСК - Р.ЕНИСЕЙ";56.02;92.88;3e+05
9061;3797;2;"ФГБУ Среднесибирское УГМС";"АТАМАНОВО - Р.ЕНИСЕЙ";56.38;93.6;3e+05
9063;3866;2;"ФГБУ Среднесибирское УГМС";"ПАВЛОВЩИНА - Р.ЕНИСЕЙ";56.75;93.58;350000
9090;3864;2;"ФГБУ Среднесибирское УГМС";"ОСИНОВСКИЙ ПОРОГ(ОСИНОВО) - Р.ЕНИСЕЙ";61.42;89.78;1500000
9115;3880;1;"ФГБУ Среднесибирское УГМС";"СЕЙБА - Р.БОЛЬШОЙ ЕНИСЕЙ";52.5;94.93;44600
9116;3832;1;"ФГБУ Среднесибирское УГМС";"КАРА-ХАК - Р.БОЛЬШОЙ ЕНИСЕЙ";51.88;94.46;56500
9122;3833;1;"ФГБУ Среднесибирское УГМС";"КАРА-ХАК - Р.ТАПСА";51.9;94.45;1170
9124;3892;1;"ФГБУ Среднесибирское УГМС";"УСТЬ-УЖЕП - Р.МАЛЫЙ ЕНИСЕЙ";51.33;96.25;42300
9127;3844;1;"ФГБУ Среднесибирское УГМС";"КЫЗЫЛ - Р.МАЛЫЙ ЕНИСЕЙ";51.72;94.5;58600
9134;3879;1;"ФГБУ Среднесибирское УГМС";"СИЗИМ - Р.МИЗИН";51.31;95.93;867
9156;3906;1;"ФГБУ Среднесибирское УГМС";"ИЙМЕ - Р.ХЕМЧИК";51.58;91.6;25500
9164;3796;1;"ФГБУ Среднесибирское УГМС";"АРАДАН - Р.УС";52.58;93.43;1260
9166;3891;1;"ФГБУ Среднесибирское УГМС";"УСТЬ-ЗОЛОТАЯ - Р.УС";52.08;92.73;6110
9169;3795;1;"ФГБУ Среднесибирское УГМС";"АРАДАН - Р.АРАДАНКА";52.55;93.45;217
9183;4194;1;"ФГБУ Среднесибирское УГМС";"ОЗЕРНЫЙ - Р.КУРЕЙКА";67.46;91.36;28100
9189;3821;1;"ФГБУ Среднесибирское УГМС";"ИДЖА - Р.БОЛЬШАЯ ШУШЬ";53.18;91.98;531
9199;3815;1;"ФГБУ Среднесибирское УГМС";"ГРИГОРЬЕВКА - Р.КЕБЕЖ";53.21;92.81;1000
9207;3904;1;"ФГБУ Среднесибирское УГМС";"АБАЗА - Р.АБАКАН";52.65;90.1;14400
9213;3873;1;"ФГБУ Среднесибирское УГМС";"РАЙКОВ - Р.АБАКАН";53.58;91.41;31300
9214;3793;3;"ФГБУ Среднесибирское УГМС";"АБАКАН - Р.АБАКАН";53.7;91.48;32000
9215;3852;1;"ФГБУ Среднесибирское УГМС";"МАТУР - Р.МАТУР";52.63;89.45;383
9216;3849;1;"ФГБУ Среднесибирское УГМС";"МАЛЫЙ АНЗАС - Р.ОНА";52.38;89.83;4410
9237;3890;1;"ФГБУ Среднесибирское УГМС";"УСТЬ-БЮР - Р.УЙБАТ";53.8;90.26;1080
9264;3823;1;"ФГБУ Среднесибирское УГМС";"ИМИССКОЕ - Р.КИЗИР";53.9;93.15;9080
9279;3905;1;"ФГБУ Среднесибирское УГМС";"ВЕРХНИЙ КУЖЕБАР - Р.АМЫЛ";53.33;93.06;5270
9282;3835;1;"ФГБУ Среднесибирское УГМС";"КАЧУЛЬКА - Р.АМЫЛ";53.71;92.83;9850
9283;3972;1;"ФГБУ Среднесибирское УГМС";"УСТЬ-ШАДАТ - Р.ШАДАТ";53.31;93.2;1680
9285;3895;1;"ФГБУ Среднесибирское УГМС";"ЧЕРЕПАНОВКА - Р.КОПЬ";53.61;93.01;959
9286;3808;1;"ФГБУ Среднесибирское УГМС";"БОЛЬШАЯ ИРБА - Р.ИРБА";54.1;92.93;194
9290;3865;1;"ФГБУ Среднесибирское УГМС";"ОТРОК - Р.СЫДА";54.45;92.53;1480
9294;3860;1;"ФГБУ Среднесибирское УГМС";"НИКОЛЬСКОЕ - Р.ХАБЫК";54.48;92.28;428
9297;4252;1;"ФГБУ Среднесибирское УГМС";"БОГРАД - Р.ТЕСЬ";54.21;90.85;179
9298;3807;1;"ФГБУ Среднесибирское УГМС";"БОЛЬШАЯ ЕРБА - Р.БОЛЬШАЯ ЕРБА(ЕРБА)";54.25;90.58;157
9302;3888;1;"ФГБУ Среднесибирское УГМС";"ТУИМ - Р.ТУИМ";54.28;89.9;116
9304;3896;1;"ФГБУ Среднесибирское УГМС";"ЧЕРНАЯ КОМА - Р.КОМА";54.9;91.15;504
9306;3805;1;"ФГБУ Среднесибирское УГМС";"БЕРЕЗОВАЯ - Р.СИСИМ";54.95;92.13;2810
9309;3813;1;"ФГБУ Среднесибирское УГМС";"ВЕРХНЯЯ БИРЮСА - Р.БИРЮСА";55.91;92.03;357
9312;3837;1;"ФГБУ Среднесибирское УГМС";"КОЙ - Р.МАНА";55.1;94.06;3520
