habs,Dates,hrel
119.72,08-09-2019,68
119.71,09-09-2019,67
119.71,10-09-2019,67
119.7,11-09-2019,66
119.7,12-09-2019,66
119.7,13-09-2019,66
119.7,14-09-2019,66
119.7,18-09-2019,66
119.7,19-09-2019,66
119.7,20-09-2019,66
119.71,21-09-2019,67
119.71,22-09-2019,67
119.71,23-09-2019,67
119.71,24-09-2019,67
119.71,25-09-2019,67
119.7,26-09-2019,66
119.7,27-09-2019,66
119.7,28-09-2019,66
119.69,29-09-2019,65
119.69,30-09-2019,65
119.69,01-10-2019,65
119.67,02-10-2019,63
119.67,03-10-2019,63
119.67,04-10-2019,63
119.66,05-10-2019,62
119.66,06-10-2019,62
119.67,07-10-2019,63
119.67,08-10-2019,63
119.67,09-10-2019,63
119.66,10-10-2019,62
119.66,11-10-2019,62
119.65,12-10-2019,61
119.65,13-10-2019,61
119.66,14-10-2019,62
119.67,15-10-2019,63
119.67,16-10-2019,63
119.67,17-10-2019,63
119.66,18-10-2019,62
119.66,19-10-2019,62
119.65,20-10-2019,61
119.64,21-10-2019,60
119.63,22-10-2019,59
119.63,23-10-2019,59
119.63,24-10-2019,59
119.61,25-10-2019,57
119.61,26-10-2019,57
119.6,27-10-2019,56
119.59,28-10-2019,55
119.59,29-10-2019,55
119.59,30-10-2019,55
119.58,31-10-2019,54
119.58,01-11-2019,54
119.58,02-11-2019,54
119.58,03-11-2019,54
119.57,04-11-2019,53
119.57,05-11-2019,53
119.57,06-11-2019,53
119.57,07-11-2019,53
119.59,08-11-2019,55
119.59,09-11-2019,55
119.6,10-11-2019,56
119.6,11-11-2019,56
119.6,12-11-2019,56
119.6,13-11-2019,56
119.59,14-11-2019,55
119.59,15-11-2019,55
119.59,16-11-2019,55
119.59,17-11-2019,55
119.58,18-11-2019,54
119.55,19-11-2019,51
119.55,20-11-2019,51
119.55,21-11-2019,51
119.54,22-11-2019,50
119.54,23-11-2019,50
119.54,24-11-2019,50
119.53,25-11-2019,49
119.52,26-11-2019,48
119.52,27-11-2019,48
119.52,28-11-2019,48
119.53,29-11-2019,49
119.53,30-11-2019,49
119.53,01-12-2019,49
119.53,02-12-2019,49
119.52,03-12-2019,48
119.52,04-12-2019,48
119.53,05-12-2019,49
119.53,06-12-2019,49
119.53,07-12-2019,49
119.53,08-12-2019,49
119.52,09-12-2019,48
119.52,10-12-2019,48
119.52,11-12-2019,48
119.52,12-12-2019,48
119.53,13-12-2019,49
119.53,14-12-2019,49
119.53,15-12-2019,49
119.54,16-12-2019,50
119.54,17-12-2019,50
119.55,18-12-2019,51
119.55,19-12-2019,51
119.55,20-12-2019,51
119.55,21-12-2019,51
119.54,22-12-2019,50
119.54,23-12-2019,50
119.53,24-12-2019,49
119.53,25-12-2019,49
119.53,26-12-2019,49
119.52,27-12-2019,48
119.52,28-12-2019,48
119.52,29-12-2019,48
119.52,30-12-2019,48
119.53,31-12-2019,49
119.53,01-01-2020,49
119.53,02-01-2020,49
119.54,03-01-2020,50
119.54,04-01-2020,50
119.54,05-01-2020,50
119.54,06-01-2020,50
119.53,07-01-2020,49
119.52,08-01-2020,48
119.52,09-01-2020,48
119.5,10-01-2020,46
119.5,11-01-2020,46
119.5,12-01-2020,46
119.44,13-01-2020,40
119.55,14-01-2020,51
119.57,15-01-2020,53
119.57,16-01-2020,53
119.58,17-01-2020,54
119.58,18-01-2020,54
119.55,19-01-2020,51
119.53,20-01-2020,49
119.52,21-01-2020,48
119.53,22-01-2020,49
119.53,23-01-2020,49
119.54,24-01-2020,50
119.54,25-01-2020,50
119.55,26-01-2020,51
119.53,27-01-2020,49
119.52,28-01-2020,48
119.6,29-01-2020,56
119.6,30-01-2020,56
119.61,31-01-2020,57
119.61,01-02-2020,57
119.6,02-02-2020,56
119.6,03-02-2020,56
119.59,04-02-2020,55
119.59,05-02-2020,55
119.58,06-02-2020,54
119.58,07-02-2020,54
119.6,08-02-2020,56
119.58,09-02-2020,54
119.58,10-02-2020,54
119.6,11-02-2020,56
119.6,12-02-2020,56
119.58,13-02-2020,54
119.58,14-02-2020,54
119.58,15-02-2020,54
119.57,16-02-2020,53
119.57,17-02-2020,53
119.59,18-02-2020,55
119.59,19-02-2020,55
119.57,20-02-2020,53
119.57,21-02-2020,53
119.57,22-02-2020,53
119.56,23-02-2020,52
119.59,24-02-2020,55
119.65,25-02-2020,61
119.64,26-02-2020,60
119.62,27-02-2020,58
119.63,28-02-2020,59
119.63,01-03-2020,59
119.62,02-03-2020,58
119.63,03-03-2020,59
119.64,04-03-2020,60
119.66,05-03-2020,62
119.74,06-03-2020,70
119.81,07-03-2020,77
119.95,08-03-2020,91
120.04,09-03-2020,100
120.1,10-03-2020,106
120.23,11-03-2020,119
119.97,12-03-2020,93
120.01,13-03-2020,97
120.1,14-03-2020,106
120.14,15-03-2020,110
120.12,16-03-2020,108
120.1,17-03-2020,106
120.0,18-03-2020,96
119.91,19-03-2020,87
119.82,20-03-2020,78
119.77,21-03-2020,73
119.75,22-03-2020,71
119.72,23-03-2020,68
119.69,24-03-2020,65
119.66,25-03-2020,62
119.63,26-03-2020,59
119.61,27-03-2020,57
119.6,28-03-2020,56
119.6,29-03-2020,56
119.58,30-03-2020,54
119.57,31-03-2020,53
119.57,01-04-2020,53
119.56,02-04-2020,52
119.56,03-04-2020,52
119.56,04-04-2020,52
119.55,05-04-2020,51
119.55,06-04-2020,51
119.54,07-04-2020,50
119.54,08-04-2020,50
119.53,09-04-2020,49
119.54,10-04-2020,50
119.54,11-04-2020,50
119.54,12-04-2020,50
119.54,13-04-2020,50
119.54,14-04-2020,50
119.54,15-04-2020,50
119.53,16-04-2020,49
119.53,17-04-2020,49
119.53,18-04-2020,49
119.53,19-04-2020,49
119.52,20-04-2020,48
119.54,21-04-2020,50
119.55,22-04-2020,51
119.55,23-04-2020,51
119.55,24-04-2020,51
119.54,25-04-2020,50
119.56,26-04-2020,52
119.58,27-04-2020,54
119.57,28-04-2020,53
119.57,29-04-2020,53
119.56,30-04-2020,52
119.56,01-05-2020,52
119.54,09-05-2020,50
119.54,10-05-2020,50
119.58,11-05-2020,54
119.74,12-05-2020,70
119.72,13-05-2020,68
119.71,14-05-2020,67
119.71,15-05-2020,67
119.7,16-05-2020,66
119.69,17-05-2020,65
119.66,18-05-2020,62
119.63,19-05-2020,59
119.61,20-05-2020,57
119.61,21-05-2020,57
119.6,22-05-2020,56
119.58,23-05-2020,54
119.56,24-05-2020,52
119.55,25-05-2020,51
119.54,26-05-2020,50
119.54,27-05-2020,50
119.53,28-05-2020,49
119.59,29-05-2020,55
119.88,30-05-2020,84
120.18,31-05-2020,114
121.79,01-06-2020,275
123.13,02-06-2020,409
123.91,03-06-2020,487
124.21,04-06-2020,517
124.28,05-06-2020,524
124.32,06-06-2020,528
124.14,07-06-2020,510
123.74,08-06-2020,470
122.8,09-06-2020,376
122.06,10-06-2020,302
122.09,11-06-2020,305
122.07,12-06-2020,303
122.18,13-06-2020,314
121.6,14-06-2020,256
121.36,15-06-2020,232
121.04,16-06-2020,200
121.05,17-06-2020,201
120.64,18-06-2020,160
120.28,19-06-2020,124
120.08,20-06-2020,104
120.12,21-06-2020,108
120.42,22-06-2020,138
120.07,23-06-2020,103
120.02,24-06-2020,98
119.91,25-06-2020,87
119.86,26-06-2020,82
119.82,27-06-2020,78
119.78,28-06-2020,74
119.73,29-06-2020,69
119.71,30-06-2020,67
119.68,01-07-2020,64
119.62,02-07-2020,58
119.62,03-07-2020,58
119.64,04-07-2020,60
120.04,05-07-2020,100
120.28,06-07-2020,124
119.94,07-07-2020,90
119.96,08-07-2020,92
119.98,09-07-2020,94
120.01,10-07-2020,97
120.36,11-07-2020,132
121.85,12-07-2020,281
122.11,13-07-2020,307
120.7,14-07-2020,166
122.08,15-07-2020,304
122.81,16-07-2020,377
123.94,17-07-2020,490
124.7,18-07-2020,566
124.99,19-07-2020,595
124.81,20-07-2020,577
124.14,21-07-2020,510
121.58,22-07-2020,254
120.99,23-07-2020,195
120.34,24-07-2020,130
120.32,25-07-2020,128
120.21,26-07-2020,117
120.2,27-07-2020,116
120.14,28-07-2020,110
120.12,29-07-2020,108
119.93,30-07-2020,89
119.8,31-07-2020,76
119.7,01-08-2020,66
119.69,02-08-2020,65
119.77,03-08-2020,73
119.76,04-08-2020,72
119.73,05-08-2020,69
119.72,06-08-2020,68
119.72,07-08-2020,68
119.71,08-08-2020,67
119.64,09-08-2020,60
119.62,10-08-2020,58
119.61,11-08-2020,57
119.6,12-08-2020,56
119.6,13-08-2020,56
119.59,14-08-2020,55
119.59,15-08-2020,55
119.57,16-08-2020,53
119.54,17-08-2020,50
119.53,18-08-2020,49
119.5,19-08-2020,46
119.49,20-08-2020,45
119.49,21-08-2020,45
119.48,22-08-2020,44
119.48,23-08-2020,44
119.47,24-08-2020,43
119.47,25-08-2020,43
119.46,27-08-2020,42
119.46,28-08-2020,42
119.45,29-08-2020,41
119.44,30-08-2020,40
119.47,31-08-2020,43
119.49,01-09-2020,45
119.49,02-09-2020,45
119.48,03-09-2020,44
119.47,04-09-2020,43
119.47,05-09-2020,43
119.45,06-09-2020,41
119.43,07-09-2020,39
119.43,08-09-2020,39
119.44,09-09-2020,40
119.45,10-09-2020,41
119.45,11-09-2020,41
119.46,12-09-2020,42
119.47,13-09-2020,43
119.47,14-09-2020,43
119.48,15-09-2020,44
119.47,16-09-2020,43
119.61,18-09-2020,57
119.65,19-09-2020,61
119.67,20-09-2020,63
119.63,21-09-2020,59
119.57,22-09-2020,53
119.57,23-09-2020,53
119.53,24-09-2020,49
119.53,25-09-2020,49
119.52,26-09-2020,48
119.52,27-09-2020,48
119.51,28-09-2020,47
119.51,29-09-2020,47
119.51,30-09-2020,47
119.49,01-10-2020,45
119.48,02-10-2020,44
119.46,03-10-2020,42
119.44,04-10-2020,40
119.43,05-10-2020,39
119.52,06-10-2020,48
119.52,07-10-2020,48
119.52,09-10-2020,48
119.53,10-10-2020,49
119.5,11-10-2020,46
119.46,12-10-2020,42
119.43,13-10-2020,39
119.43,14-10-2020,39
119.43,15-10-2020,39
119.45,16-10-2020,41
119.45,17-10-2020,41
119.46,18-10-2020,42
119.48,19-10-2020,44
119.49,20-10-2020,45
119.49,21-10-2020,45
119.48,22-10-2020,44
119.5,23-10-2020,46
119.5,24-10-2020,46
119.51,25-10-2020,47
119.51,26-10-2020,47
119.5,27-10-2020,46
119.48,28-10-2020,44
119.48,29-10-2020,44
