habs,Dates,hrel
119.83,13-09-2013,79
119.81,14-09-2013,77
119.92,15-09-2013,88
120.02,16-09-2013,98
120.27,17-09-2013,123
120.57,18-09-2013,153
120.66,19-09-2013,162
120.75,20-09-2013,171
120.7,21-09-2013,166
121.09,22-09-2013,205
121.54,23-09-2013,250
121.92,24-09-2013,288
122.17,25-09-2013,313
122.39,26-09-2013,335
122.04,27-09-2013,300
121.81,28-09-2013,277
121.67,29-09-2013,263
121.39,30-09-2013,235
121.23,01-10-2013,219
121.06,02-10-2013,202
120.75,03-10-2013,171
120.64,04-10-2013,160
120.54,05-10-2013,150
120.44,06-10-2013,140
120.34,07-10-2013,130
120.28,08-10-2013,124
120.23,09-10-2013,119
120.13,10-10-2013,109
119.98,11-10-2013,94
119.96,12-10-2013,92
119.93,13-10-2013,89
119.9,14-10-2013,86
119.9,15-10-2013,86
119.87,16-10-2013,83
119.85,17-10-2013,81
119.84,18-10-2013,80
119.84,19-10-2013,80
119.83,20-10-2013,79
119.82,21-10-2013,78
119.82,22-10-2013,78
119.82,23-10-2013,78
119.8,24-10-2013,76
119.79,25-10-2013,75
119.79,26-10-2013,75
119.82,27-10-2013,78
119.84,28-10-2013,80
119.86,29-10-2013,82
119.94,30-10-2013,90
120.0,31-10-2013,96
120.1,01-11-2013,106
120.1,02-11-2013,106
120.06,03-11-2013,102
120.03,04-11-2013,99
120.01,05-11-2013,97
120.05,06-11-2013,101
120.14,07-11-2013,110
120.78,08-11-2013,174
121.03,09-11-2013,199
121.4,10-11-2013,236
121.47,11-11-2013,243
121.39,12-11-2013,235
121.33,13-11-2013,229
120.79,14-11-2013,175
120.36,15-11-2013,132
120.34,16-11-2013,130
120.31,17-11-2013,127
120.25,18-11-2013,121
120.21,19-11-2013,117
120.12,20-11-2013,108
120.09,21-11-2013,105
120.06,22-11-2013,102
120.04,23-11-2013,100
120.04,24-11-2013,100
120.03,25-11-2013,99
120.14,26-11-2013,110
120.42,27-11-2013,138
121.06,28-11-2013,202
121.56,29-11-2013,252
121.69,30-11-2013,265
121.46,01-12-2013,242
120.81,02-12-2013,177
120.45,03-12-2013,141
120.38,04-12-2013,134
120.28,05-12-2013,124
120.29,06-12-2013,125
120.3,07-12-2013,126
120.29,08-12-2013,125
120.29,09-12-2013,125
120.32,10-12-2013,128
120.29,11-12-2013,125
120.12,12-12-2013,108
119.94,13-12-2013,90
120.03,14-12-2013,99
120.14,15-12-2013,110
120.13,16-12-2013,109
120.04,17-12-2013,100
120.04,18-12-2013,100
120.04,19-12-2013,100
120.09,20-12-2013,105
120.14,21-12-2013,110
120.17,22-12-2013,113
120.23,23-12-2013,119
120.21,24-12-2013,117
120.17,25-12-2013,113
120.12,26-12-2013,108
120.07,27-12-2013,103
120.04,28-12-2013,100
120.01,29-12-2013,97
119.99,30-12-2013,95
119.96,31-12-2013,92
120.01,01-01-2014,97
120.05,02-01-2014,101
120.04,03-01-2014,100
120.02,04-01-2014,98
120.01,05-01-2014,97
119.99,06-01-2014,95
119.98,07-01-2014,94
119.98,08-01-2014,94
119.98,09-01-2014,94
120.0,10-01-2014,96
120.74,11-01-2014,170
122.07,12-01-2014,303
122.56,13-01-2014,352
121.73,14-01-2014,269
121.56,15-01-2014,252
121.51,16-01-2014,247
121.28,17-01-2014,224
121.3,18-01-2014,226
121.39,19-01-2014,235
121.44,20-01-2014,240
121.42,21-01-2014,238
121.23,22-01-2014,219
121.15,23-01-2014,211
121.05,24-01-2014,201
120.85,25-01-2014,181
120.86,26-01-2014,182
120.9,27-01-2014,186
120.93,28-01-2014,189
121.01,29-01-2014,197
121.08,30-01-2014,204
121.08,31-01-2014,204
121.0,01-02-2014,196
120.91,02-02-2014,187
120.77,03-02-2014,173
120.54,04-02-2014,150
120.44,05-02-2014,140
120.47,06-02-2014,143
120.47,07-02-2014,143
120.33,08-02-2014,129
120.17,09-02-2014,113
120.1,10-02-2014,106
120.08,11-02-2014,104
120.08,12-02-2014,104
120.06,13-02-2014,102
120.06,14-02-2014,102
120.05,15-02-2014,101
120.05,16-02-2014,101
120.04,17-02-2014,100
120.03,18-02-2014,99
120.03,19-02-2014,99
120.01,20-02-2014,97
120.01,21-02-2014,97
119.9,22-02-2014,86
119.9,23-02-2014,86
119.95,24-02-2014,91
119.94,25-02-2014,90
119.93,26-02-2014,89
119.94,27-02-2014,90
119.92,28-02-2014,88
119.79,01-03-2014,75
119.79,02-03-2014,75
119.79,03-03-2014,75
119.87,04-03-2014,83
119.87,05-03-2014,83
119.83,06-03-2014,79
119.82,07-03-2014,78
119.82,08-03-2014,78
119.89,09-03-2014,85
119.92,10-03-2014,88
120.1,11-03-2014,106
120.3,12-03-2014,126
120.47,13-03-2014,143
120.86,14-03-2014,182
121.01,15-03-2014,197
121.29,16-03-2014,225
121.3,17-03-2014,226
121.31,18-03-2014,227
121.29,19-03-2014,225
121.05,20-03-2014,201
120.49,21-03-2014,145
120.53,22-03-2014,149
120.78,23-03-2014,174
120.79,24-03-2014,175
120.9,25-03-2014,186
121.06,26-03-2014,202
121.37,27-03-2014,233
121.44,28-03-2014,240
121.5,29-03-2014,246
121.35,30-03-2014,231
120.76,31-03-2014,172
120.48,01-04-2014,144
120.4,02-04-2014,136
120.4,03-04-2014,136
120.17,04-04-2014,113
120.1,05-04-2014,106
120.04,06-04-2014,100
120.02,07-04-2014,98
120.01,08-04-2014,97
119.99,09-04-2014,95
119.99,10-04-2014,95
119.99,11-04-2014,95
119.98,12-04-2014,94
119.97,13-04-2014,93
119.93,14-04-2014,89
119.89,15-04-2014,85
120.0,16-04-2014,96
120.12,17-04-2014,108
120.19,18-04-2014,115
120.31,19-04-2014,127
120.27,20-04-2014,123
120.16,21-04-2014,112
120.06,22-04-2014,102
120.0,23-04-2014,96
119.97,24-04-2014,93
119.94,25-04-2014,90
119.93,26-04-2014,89
119.9,27-04-2014,86
119.89,28-04-2014,85
119.86,29-04-2014,82
119.84,30-04-2014,80
119.81,01-05-2014,77
119.8,02-05-2014,76
119.79,03-05-2014,75
119.77,04-05-2014,73
119.79,05-05-2014,75
119.82,06-05-2014,78
119.8,07-05-2014,76
119.78,08-05-2014,74
119.76,09-05-2014,72
119.73,10-05-2014,69
119.73,11-05-2014,69
119.73,12-05-2014,69
119.72,13-05-2014,68
119.71,14-05-2014,67
119.71,15-05-2014,67
119.69,16-05-2014,65
119.69,17-05-2014,65
119.68,18-05-2014,64
119.67,19-05-2014,63
119.66,20-05-2014,62
119.64,21-05-2014,60
119.62,22-05-2014,58
119.62,23-05-2014,58
119.62,24-05-2014,58
119.61,25-05-2014,57
119.61,26-05-2014,57
119.6,27-05-2014,56
119.61,28-05-2014,57
119.63,29-05-2014,59
119.66,30-05-2014,62
119.67,31-05-2014,63
119.68,01-06-2014,64
119.66,02-06-2014,62
119.65,03-06-2014,61
119.65,04-06-2014,61
119.64,05-06-2014,60
119.61,06-06-2014,57
119.6,07-06-2014,56
119.6,08-06-2014,56
119.6,09-06-2014,56
119.59,10-06-2014,55
119.64,11-06-2014,60
119.65,12-06-2014,61
119.65,13-06-2014,61
119.65,14-06-2014,61
119.67,15-06-2014,63
119.67,16-06-2014,63
119.66,17-06-2014,62
119.66,18-06-2014,62
119.65,19-06-2014,61
119.64,20-06-2014,60
119.64,21-06-2014,60
119.66,22-06-2014,62
119.68,23-06-2014,64
119.69,24-06-2014,65
119.68,25-06-2014,64
119.67,26-06-2014,63
119.67,27-06-2014,63
119.67,28-06-2014,63
119.66,29-06-2014,62
119.66,30-06-2014,62
119.66,01-07-2014,62
119.64,02-07-2014,60
119.64,03-07-2014,60
119.64,04-07-2014,60
119.63,05-07-2014,59
119.62,06-07-2014,58
119.62,07-07-2014,58
119.61,08-07-2014,57
119.61,09-07-2014,57
119.6,10-07-2014,56
119.62,11-07-2014,58
119.62,12-07-2014,58
119.62,13-07-2014,58
119.61,14-07-2014,57
119.6,15-07-2014,56
119.6,16-07-2014,56
119.6,17-07-2014,56
119.59,18-07-2014,55
119.59,19-07-2014,55
119.59,20-07-2014,55
119.63,21-07-2014,59
119.63,22-07-2014,59
119.61,23-07-2014,57
119.61,24-07-2014,57
119.61,25-07-2014,57
119.6,26-07-2014,56
119.6,27-07-2014,56
119.59,28-07-2014,55
119.59,29-07-2014,55
119.58,30-07-2014,54
119.58,31-07-2014,54
119.58,01-08-2014,54
119.58,02-08-2014,54
119.59,03-08-2014,55
119.59,04-08-2014,55
119.59,05-08-2014,55
119.6,06-08-2014,56
119.63,07-08-2014,59
119.63,08-08-2014,59
119.64,09-08-2014,60
119.64,10-08-2014,60
119.65,11-08-2014,61
119.65,12-08-2014,61
119.64,13-08-2014,60
119.64,14-08-2014,60
119.69,15-08-2014,65
119.71,16-08-2014,67
119.73,17-08-2014,69
119.74,18-08-2014,70
119.75,19-08-2014,71
119.75,20-08-2014,71
119.74,21-08-2014,70
119.72,22-08-2014,68
119.74,23-08-2014,70
119.76,24-08-2014,72
119.77,25-08-2014,73
119.81,26-08-2014,77
119.78,27-08-2014,74
119.75,28-08-2014,71
119.72,29-08-2014,68
119.68,30-08-2014,64
119.68,31-08-2014,64
119.72,01-09-2014,68
119.73,02-09-2014,69
119.86,03-09-2014,82
119.85,04-09-2014,81
119.85,05-09-2014,81
119.85,06-09-2014,81
119.83,07-09-2014,79
119.8,08-09-2014,76
119.78,09-09-2014,74
119.73,10-09-2014,69
119.68,11-09-2014,64
119.68,12-09-2014,64
119.67,13-09-2014,63
119.66,14-09-2014,62
119.66,15-09-2014,62
119.66,16-09-2014,62
119.65,17-09-2014,61
119.65,18-09-2014,61
119.64,19-09-2014,60
119.64,20-09-2014,60
119.64,21-09-2014,60
119.64,22-09-2014,60
119.66,23-09-2014,62
119.67,24-09-2014,63
119.72,25-09-2014,68
119.7,26-09-2014,66
119.68,27-09-2014,64
119.67,28-09-2014,63
119.69,29-09-2014,65
119.69,30-09-2014,65
119.71,01-10-2014,67
119.66,02-10-2014,62
119.67,03-10-2014,63
119.67,04-10-2014,63
119.67,05-10-2014,63
119.66,06-10-2014,62
119.65,07-10-2014,61
119.65,08-10-2014,61
119.66,09-10-2014,62
119.66,10-10-2014,62
119.66,11-10-2014,62
119.65,12-10-2014,61
119.67,13-10-2014,63
119.66,14-10-2014,62
119.65,15-10-2014,61
119.64,16-10-2014,60
119.65,17-10-2014,61
119.67,18-10-2014,63
119.65,19-10-2014,61
119.67,20-10-2014,63
119.69,21-10-2014,65
119.69,22-10-2014,65
119.68,23-10-2014,64
119.68,24-10-2014,64
119.69,25-10-2014,65
119.69,26-10-2014,65
119.68,27-10-2014,64
119.68,28-10-2014,64
119.66,29-10-2014,62
119.65,30-10-2014,61
119.63,31-10-2014,59
119.63,01-11-2014,59
119.62,02-11-2014,58
119.62,03-11-2014,58
119.61,04-11-2014,57
119.63,05-11-2014,59
119.64,06-11-2014,60
119.64,07-11-2014,60
119.65,08-11-2014,61
119.65,09-11-2014,61
119.67,10-11-2014,63
119.66,11-11-2014,62
119.68,12-11-2014,64
119.69,13-11-2014,65
119.69,14-11-2014,65
119.68,15-11-2014,64
119.66,16-11-2014,62
119.64,17-11-2014,60
119.63,18-11-2014,59
119.57,19-11-2014,53
119.52,20-11-2014,48
119.51,21-11-2014,47
119.57,22-11-2014,53
119.58,23-11-2014,54
119.58,24-11-2014,54
119.57,25-11-2014,53
119.56,26-11-2014,52
119.56,27-11-2014,52
119.55,28-11-2014,51
119.55,29-11-2014,51
119.54,30-11-2014,50
119.52,01-12-2014,48
119.53,02-12-2014,49
119.53,03-12-2014,49
119.52,04-12-2014,48
119.52,05-12-2014,48
119.53,06-12-2014,49
119.53,07-12-2014,49
119.53,08-12-2014,49
119.54,09-12-2014,50
119.54,10-12-2014,50
119.55,11-12-2014,51
119.55,12-12-2014,51
119.55,13-12-2014,51
119.56,14-12-2014,52
119.57,15-12-2014,53
119.58,16-12-2014,54
119.58,17-12-2014,54
119.61,18-12-2014,57
119.6,19-12-2014,56
119.63,20-12-2014,59
119.69,21-12-2014,65
119.71,22-12-2014,67
119.69,23-12-2014,65
119.63,24-12-2014,59
119.62,25-12-2014,58
119.58,26-12-2014,54
119.57,27-12-2014,53
119.61,28-12-2014,57
119.67,29-12-2014,63
119.76,30-12-2014,72
119.82,31-12-2014,78
119.77,01-01-2015,73
119.63,02-01-2015,59
119.59,03-01-2015,55
119.6,04-01-2015,56
119.59,05-01-2015,55
119.65,06-01-2015,61
119.73,07-01-2015,69
119.78,08-01-2015,74
119.74,09-01-2015,70
119.72,10-01-2015,68
119.72,11-01-2015,68
119.59,12-01-2015,55
119.55,13-01-2015,51
119.54,14-01-2015,50
119.54,15-01-2015,50
119.53,16-01-2015,49
119.53,17-01-2015,49
119.53,18-01-2015,49
119.57,19-01-2015,53
119.58,20-01-2015,54
119.57,21-01-2015,53
119.57,22-01-2015,53
119.57,23-01-2015,53
119.58,24-01-2015,54
119.54,25-01-2015,50
119.54,26-01-2015,50
119.54,27-01-2015,50
119.53,28-01-2015,49
119.53,29-01-2015,49
119.53,30-01-2015,49
119.53,31-01-2015,49
119.56,01-02-2015,52
119.59,02-02-2015,55
119.59,03-02-2015,55
119.58,04-02-2015,54
119.58,05-02-2015,54
119.57,06-02-2015,53
119.57,07-02-2015,53
119.58,08-02-2015,54
119.55,09-02-2015,51
119.54,10-02-2015,50
119.53,11-02-2015,49
119.53,12-02-2015,49
119.53,13-02-2015,49
119.53,14-02-2015,49
119.53,15-02-2015,49
119.53,16-02-2015,49
119.54,17-02-2015,50
119.55,18-02-2015,51
119.53,19-02-2015,49
119.52,20-02-2015,48
119.52,21-02-2015,48
119.52,22-02-2015,48
119.52,23-02-2015,48
119.53,24-02-2015,49
119.54,25-02-2015,50
119.55,26-02-2015,51
119.54,27-02-2015,50
119.56,28-02-2015,52
119.63,01-03-2015,59
119.71,02-03-2015,67
119.76,03-03-2015,72
119.8,04-03-2015,76
119.8,05-03-2015,76
119.78,06-03-2015,74
119.78,07-03-2015,74
119.79,08-03-2015,75
119.79,09-03-2015,75
120.09,10-03-2015,105
120.56,11-03-2015,152
120.77,12-03-2015,173
120.64,13-03-2015,160
120.57,14-03-2015,153
120.4,15-03-2015,136
120.26,16-03-2015,122
120.16,17-03-2015,112
120.1,18-03-2015,106
120.04,19-03-2015,100
120.06,20-03-2015,102
120.04,21-03-2015,100
120.02,22-03-2015,98
120.01,23-03-2015,97
119.94,24-03-2015,90
119.89,25-03-2015,85
119.86,26-03-2015,82
119.84,27-03-2015,80
119.83,28-03-2015,79
119.82,29-03-2015,78
119.82,30-03-2015,78
119.81,31-03-2015,77
119.8,01-04-2015,76
119.8,02-04-2015,76
119.81,03-04-2015,77
119.82,04-04-2015,78
119.89,05-04-2015,85
120.0,06-04-2015,96
120.14,07-04-2015,110
120.3,08-04-2015,126
120.44,09-04-2015,140
120.46,10-04-2015,142
120.47,11-04-2015,143
120.47,12-04-2015,143
120.49,13-04-2015,145
120.56,14-04-2015,152
120.61,15-04-2015,157
120.57,16-04-2015,153
120.55,17-04-2015,151
120.53,18-04-2015,149
120.47,19-04-2015,143
120.44,20-04-2015,140
120.47,21-04-2015,143
120.3,22-04-2015,126
120.14,23-04-2015,110
120.09,24-04-2015,105
120.05,25-04-2015,101
119.88,26-04-2015,84
119.88,27-04-2015,84
119.9,28-04-2015,86
119.87,29-04-2015,83
119.85,30-04-2015,81
119.84,01-05-2015,80
119.84,02-05-2015,80
119.83,03-05-2015,79
119.83,04-05-2015,79
119.85,05-05-2015,81
119.9,06-05-2015,86
120.08,07-05-2015,104
120.05,08-05-2015,101
120.03,09-05-2015,99
119.95,10-05-2015,91
119.88,11-05-2015,84
119.79,12-05-2015,75
119.73,13-05-2015,69
119.69,14-05-2015,65
119.68,15-05-2015,64
119.88,16-05-2015,84
120.61,17-05-2015,157
121.53,18-05-2015,249
122.31,19-05-2015,327
122.34,20-05-2015,330
121.84,21-05-2015,280
120.96,22-05-2015,192
120.46,23-05-2015,142
120.31,24-05-2015,127
120.21,25-05-2015,117
120.37,26-05-2015,133
120.42,27-05-2015,138
120.24,28-05-2015,120
120.13,29-05-2015,109
120.43,30-05-2015,139
120.54,31-05-2015,150
120.14,01-06-2015,110
121.27,02-06-2015,223
121.72,03-06-2015,268
121.04,04-06-2015,200
120.58,05-06-2015,154
120.36,06-06-2015,132
120.04,07-06-2015,100
119.85,08-06-2015,81
119.85,09-06-2015,81
119.83,10-06-2015,79
119.82,11-06-2015,78
119.77,12-06-2015,73
119.72,13-06-2015,68
119.7,14-06-2015,66
119.69,15-06-2015,65
119.7,16-06-2015,66
119.7,17-06-2015,66
119.66,18-06-2015,62
119.64,19-06-2015,60
119.63,20-06-2015,59
119.63,21-06-2015,59
119.64,22-06-2015,60
119.61,23-06-2015,57
119.61,24-06-2015,57
119.61,25-06-2015,57
119.6,26-06-2015,56
119.68,27-06-2015,64
119.69,28-06-2015,65
119.73,29-06-2015,69
119.71,30-06-2015,67
119.7,01-07-2015,66
119.66,02-07-2015,62
119.65,03-07-2015,61
119.64,04-07-2015,60
119.63,05-07-2015,59
119.6,06-07-2015,56
119.59,07-07-2015,55
119.55,08-07-2015,51
119.54,09-07-2015,50
119.62,10-07-2015,58
119.64,11-07-2015,60
119.68,12-07-2015,64
119.67,13-07-2015,63
119.67,14-07-2015,63
119.67,15-07-2015,63
119.66,16-07-2015,62
119.67,17-07-2015,63
119.67,18-07-2015,63
119.66,19-07-2015,62
119.66,20-07-2015,62
119.66,21-07-2015,62
119.67,22-07-2015,63
119.67,23-07-2015,63
119.68,24-07-2015,64
119.68,25-07-2015,64
119.67,26-07-2015,63
119.67,27-07-2015,63
119.91,28-07-2015,87
119.94,29-07-2015,90
120.01,30-07-2015,97
120.03,31-07-2015,99
120.03,01-08-2015,99
120.0,02-08-2015,96
119.94,03-08-2015,90
119.87,04-08-2015,83
119.85,05-08-2015,81
119.84,06-08-2015,80
119.74,07-08-2015,70
119.73,08-08-2015,69
119.71,09-08-2015,67
119.71,10-08-2015,67
119.71,11-08-2015,67
119.69,12-08-2015,65
119.67,13-08-2015,63
119.65,14-08-2015,61
119.64,15-08-2015,60
119.52,16-08-2015,48
119.63,17-08-2015,59
119.63,18-08-2015,59
119.63,19-08-2015,59
119.63,20-08-2015,59
119.63,21-08-2015,59
119.63,22-08-2015,59
119.63,23-08-2015,59
119.62,24-08-2015,58
119.61,25-08-2015,57
119.61,26-08-2015,57
119.61,27-08-2015,57
119.6,28-08-2015,56
119.6,29-08-2015,56
119.59,30-08-2015,55
119.59,31-08-2015,55
119.59,01-09-2015,55
119.59,02-09-2015,55
119.6,03-09-2015,56
119.61,04-09-2015,57
119.62,05-09-2015,58
119.63,06-09-2015,59
119.81,07-09-2015,77
119.77,08-09-2015,73
119.75,09-09-2015,71
119.75,10-09-2015,71
119.74,11-09-2015,70
119.74,12-09-2015,70
119.72,13-09-2015,68
119.71,14-09-2015,67
119.7,15-09-2015,66
119.67,16-09-2015,63
119.64,17-09-2015,60
119.63,18-09-2015,59
119.62,19-09-2015,58
119.6,20-09-2015,56
119.61,21-09-2015,57
119.61,22-09-2015,57
119.6,23-09-2015,56
119.59,24-09-2015,55
119.59,25-09-2015,55
119.58,26-09-2015,54
119.58,27-09-2015,54
119.61,28-09-2015,57
119.63,29-09-2015,59
119.62,30-09-2015,58
119.62,01-10-2015,58
119.62,02-10-2015,58
119.59,03-10-2015,55
119.61,04-10-2015,57
119.59,05-10-2015,55
119.59,06-10-2015,55
119.58,07-10-2015,54
119.58,08-10-2015,54
119.57,09-10-2015,53
119.57,10-10-2015,53
119.55,11-10-2015,51
119.55,12-10-2015,51
119.55,13-10-2015,51
119.55,14-10-2015,51
119.56,15-10-2015,52
119.54,16-10-2015,50
119.54,17-10-2015,50
119.54,18-10-2015,50
119.54,19-10-2015,50
119.53,20-10-2015,49
119.53,21-10-2015,49
119.53,22-10-2015,49
119.52,23-10-2015,48
119.52,24-10-2015,48
119.53,25-10-2015,49
119.53,26-10-2015,49
119.53,27-10-2015,49
119.54,28-10-2015,50
119.54,29-10-2015,50
119.54,30-10-2015,50
119.54,31-10-2015,50
119.52,01-11-2015,48
119.51,02-11-2015,47
119.51,03-11-2015,47
119.51,04-11-2015,47
119.51,05-11-2015,47
119.52,06-11-2015,48
119.52,07-11-2015,48
119.51,08-11-2015,47
119.51,09-11-2015,47
119.51,10-11-2015,47
119.51,11-11-2015,47
119.52,12-11-2015,48
119.52,13-11-2015,48
119.52,14-11-2015,48
119.52,15-11-2015,48
119.52,16-11-2015,48
119.52,17-11-2015,48
119.52,18-11-2015,48
119.52,19-11-2015,48
119.55,20-11-2015,51
119.56,21-11-2015,52
119.57,22-11-2015,53
119.58,23-11-2015,54
119.57,24-11-2015,53
119.57,25-11-2015,53
119.56,26-11-2015,52
119.53,27-11-2015,49
119.53,28-11-2015,49
119.52,29-11-2015,48
119.49,30-11-2015,45
119.5,01-12-2015,46
119.5,02-12-2015,46
119.54,03-12-2015,50
119.54,04-12-2015,50
119.52,05-12-2015,48
119.52,06-12-2015,48
119.53,07-12-2015,49
119.53,08-12-2015,49
119.56,09-12-2015,52
119.58,10-12-2015,54
119.58,11-12-2015,54
119.58,12-12-2015,54
119.59,13-12-2015,55
119.61,14-12-2015,57
119.61,15-12-2015,57
119.62,16-12-2015,58
119.59,17-12-2015,55
119.55,18-12-2015,51
119.53,19-12-2015,49
119.62,20-12-2015,58
119.63,21-12-2015,59
119.62,22-12-2015,58
119.64,23-12-2015,60
119.71,24-12-2015,67
119.73,25-12-2015,69
119.74,26-12-2015,70
119.75,27-12-2015,71
119.73,28-12-2015,69
119.53,29-12-2015,49
119.58,30-12-2015,54
119.6,31-12-2015,56
119.62,01-01-2016,58
119.66,02-01-2016,62
119.92,03-01-2016,88
120.11,04-01-2016,107
120.05,05-01-2016,101
120.04,06-01-2016,100
119.98,07-01-2016,94
119.94,08-01-2016,90
119.92,09-01-2016,88
119.92,10-01-2016,88
119.82,11-01-2016,78
119.74,12-01-2016,70
119.75,13-01-2016,71
119.77,14-01-2016,73
119.79,15-01-2016,75
119.81,16-01-2016,77
119.79,17-01-2016,75
119.65,18-01-2016,61
119.64,19-01-2016,60
119.63,20-01-2016,59
119.6,21-01-2016,56
119.66,22-01-2016,62
119.67,23-01-2016,63
119.7,24-01-2016,66
119.75,25-01-2016,71
119.74,26-01-2016,70
119.69,27-01-2016,65
119.63,28-01-2016,59
119.64,29-01-2016,60
119.65,30-01-2016,61
119.61,31-01-2016,57
119.63,01-02-2016,59
119.64,02-02-2016,60
119.65,03-02-2016,61
119.68,04-02-2016,64
119.7,05-02-2016,66
119.73,06-02-2016,69
119.73,07-02-2016,69
119.66,08-02-2016,62
119.65,09-02-2016,61
119.62,10-02-2016,58
119.59,11-02-2016,55
119.58,12-02-2016,54
119.58,13-02-2016,54
119.57,14-02-2016,53
119.55,15-02-2016,51
119.67,16-02-2016,63
119.84,17-02-2016,80
119.87,18-02-2016,83
119.88,19-02-2016,84
119.89,20-02-2016,85
119.86,21-02-2016,82
119.79,22-02-2016,75
119.74,23-02-2016,70
119.72,24-02-2016,68
119.68,25-02-2016,64
119.64,26-02-2016,60
119.62,27-02-2016,58
119.59,28-02-2016,55
119.58,29-02-2016,54
119.56,01-03-2016,52
119.55,02-03-2016,51
119.59,03-03-2016,55
119.68,04-03-2016,64
119.76,05-03-2016,72
119.86,06-03-2016,82
119.86,07-03-2016,82
119.89,08-03-2016,85
119.98,09-03-2016,94
120.32,10-03-2016,128
120.62,11-03-2016,158
120.78,12-03-2016,174
121.12,13-03-2016,208
121.32,14-03-2016,228
121.22,15-03-2016,218
120.85,16-03-2016,181
120.63,17-03-2016,159
120.52,18-03-2016,148
120.41,19-03-2016,137
120.22,20-03-2016,118
120.07,21-03-2016,103
120.09,22-03-2016,105
120.05,23-03-2016,101
119.99,24-03-2016,95
119.86,25-03-2016,82
119.79,26-03-2016,75
119.79,27-03-2016,75
119.79,28-03-2016,75
119.88,29-03-2016,84
120.57,30-03-2016,153
120.57,31-03-2016,153
121.2,01-04-2016,216
122.0,02-04-2016,296
122.57,03-04-2016,353
123.23,04-04-2016,419
123.18,05-04-2016,414
123.46,06-04-2016,442
123.32,07-04-2016,428
122.64,08-04-2016,360
122.28,09-04-2016,324
122.11,10-04-2016,307
122.05,11-04-2016,301
122.48,12-04-2016,344
122.44,13-04-2016,340
122.17,14-04-2016,313
121.7,15-04-2016,266
121.02,16-04-2016,198
121.29,17-04-2016,225
121.63,18-04-2016,259
121.9,19-04-2016,286
121.72,20-04-2016,268
121.24,21-04-2016,220
120.87,22-04-2016,183
120.66,23-04-2016,162
120.48,24-04-2016,144
120.4,25-04-2016,136
119.93,26-04-2016,89
120.23,27-04-2016,119
120.23,28-04-2016,119
120.2,29-04-2016,116
120.18,30-04-2016,114
120.15,01-05-2016,111
120.11,02-05-2016,107
120.25,03-05-2016,121
120.13,04-05-2016,109
120.01,05-05-2016,97
119.98,06-05-2016,94
119.94,07-05-2016,90
119.89,08-05-2016,85
119.83,09-05-2016,79
119.82,10-05-2016,78
119.79,11-05-2016,75
119.78,12-05-2016,74
119.74,13-05-2016,70
119.72,14-05-2016,68
119.69,15-05-2016,65
119.69,16-05-2016,65
119.68,17-05-2016,64
119.69,18-05-2016,65
119.71,19-05-2016,67
119.74,20-05-2016,70
119.78,21-05-2016,74
119.85,22-05-2016,81
120.51,23-05-2016,147
120.9,24-05-2016,186
120.88,25-05-2016,184
121.19,26-05-2016,215
121.21,27-05-2016,217
120.85,28-05-2016,181
120.64,29-05-2016,160
120.48,30-05-2016,144
120.25,31-05-2016,121
120.05,01-06-2016,101
119.99,02-06-2016,95
119.96,03-06-2016,92
119.94,04-06-2016,90
120.04,05-06-2016,100
119.98,06-06-2016,94
119.99,07-06-2016,95
119.99,08-06-2016,95
119.93,09-06-2016,89
119.93,10-06-2016,89
119.91,11-06-2016,87
119.94,12-06-2016,90
119.95,13-06-2016,91
119.99,14-06-2016,95
119.98,15-06-2016,94
119.94,16-06-2016,90
119.93,17-06-2016,89
119.88,18-06-2016,84
119.84,19-06-2016,80
119.85,20-06-2016,81
119.83,21-06-2016,79
119.95,22-06-2016,91
119.89,23-06-2016,85
119.86,24-06-2016,82
119.84,25-06-2016,80
119.83,26-06-2016,79
119.68,27-06-2016,64
119.67,28-06-2016,63
119.73,29-06-2016,69
119.81,30-06-2016,77
119.82,01-07-2016,78
119.79,02-07-2016,75
119.82,03-07-2016,78
119.87,04-07-2016,83
119.75,05-07-2016,71
119.72,06-07-2016,68
119.7,07-07-2016,66
119.7,08-07-2016,66
119.69,09-07-2016,65
119.68,10-07-2016,64
119.69,11-07-2016,65
119.69,12-07-2016,65
119.7,13-07-2016,66
119.7,14-07-2016,66
119.69,15-07-2016,65
119.69,16-07-2016,65
119.68,17-07-2016,64
119.69,18-07-2016,65
119.84,19-07-2016,80
120.21,20-07-2016,117
121.12,21-07-2016,208
121.56,22-07-2016,252
121.83,23-07-2016,279
122.32,24-07-2016,328
121.84,25-07-2016,280
120.9,26-07-2016,186
120.37,27-07-2016,133
120.2,28-07-2016,116
120.02,29-07-2016,98
119.95,30-07-2016,91
119.89,31-07-2016,85
119.81,01-08-2016,77
119.77,02-08-2016,73
119.72,03-08-2016,68
119.68,04-08-2016,64
119.65,05-08-2016,61
119.63,06-08-2016,59
119.63,07-08-2016,59
119.72,08-08-2016,68
119.76,09-08-2016,72
119.78,10-08-2016,74
119.7,11-08-2016,66
119.67,12-08-2016,63
119.66,13-08-2016,62
119.64,14-08-2016,60
119.69,15-08-2016,65
119.76,16-08-2016,72
119.71,17-08-2016,67
119.71,18-08-2016,67
119.69,19-08-2016,65
119.69,20-08-2016,65
119.68,21-08-2016,64
119.68,22-08-2016,64
119.67,23-08-2016,63
